TransitID,Date,City,RouteID,RouteName,TransportMode,SourceStop,DestinationStop,Latitude,Longitude,Distance_km,PassengerCount,TripDuration_min,Frequency_per_day,Fare_INR,VehicleCapacity,OccupancyRate,Delay_min,Status
538,2025-01-18,Bengaluru,R105,RR Nagar - Banashankari,Metro,Yelahanka,Mahadevapura,13.003699,77.625484,24.25,694.0,44.0,28.0,44.18,60,32.3,38.0,Completed
556,2025-01-18,Bengaluru,R105,RR Nagar - Banashankari,Unknown,Silk Board,RR Nagar,13.021463,77.566739,10.54,1157.0,55.0,23.0,17.52,50,70.0,54.0,Delayed
849,2025-01-19,Bengaluru,R105,RR Nagar - Banashankari,Unknown,Whitefield,Shivajinagar,13.149021,77.675009,18.34,823.0,105.0,36.0,46.0,50,84.7,3.0,Delayed
559,2025-01-19,Bengaluru,R102,Hebbal - Shivajinagar,Bus,Silk Board,Dasarahalli,12.980829,77.764352,13.07,1271.0,44.0,38.0,21.44,40,81.0,9.0,Completed
360,2025-01-19,Bengaluru,R108,Dasarahalli - Majestic,Bus,Yelahanka,KR Market,13.099665,77.706404,29.74,1796.0,54.0,23.0,64.82,60,70.9,42.0,Delayed
372,2025-01-20,Bengaluru,R107,Electronic City - Majestic,Bus,Whitefield,Silk Board,12.85305,77.480799,23.26,871.0,117.0,14.0,73.57,150,43.5,41.0,Delayed
951,2025-01-21,Bengaluru,R103,Mahadevapura - KR Market,Metro,Whitefield,RR Nagar,13.046981,77.60308,9.85,1492.0,108.0,54.0,48.74,30,51.0,5.0,Completed
278,2025-01-21,Bengaluru,R110,Hebbal - Yeshwanthpur,Metro,Silk Board,RR Nagar,13.146611,77.500612,10.75,679.0,95.0,27.0,45.37,100,48.3,5.0,Completed
660,2025-01-21,Bengaluru,R105,RR Nagar - Banashankari,Bus,Mahadevapura,Shivajinagar,12.902446,77.48451,25.67,197.0,90.0,47.0,52.82,150,75.0,23.0,Cancelled
935,2025-01-21,Bengaluru,R105,RR Nagar - Banashankari,Metro,KR Market,Electronic City,12.95709,77.59287,17.57,1645.0,13.0,30.0,13.71,40,64.5,43.0,Delayed
842,2025-01-22,Bengaluru,R102,Hebbal - Shivajinagar,Metro,Mahadevapura,Bommanahalli,12.866246,77.544041,13.96,428.0,56.0,15.0,56.93,150,83.1,43.0,Completed
100,2025-01-22,Bengaluru,R106,Whitefield - Silk Board,Metro,KR Market,CV Raman Nagar,12.871171,77.676388,11.76,695.0,41.0,28.0,11.55,30,81.9,21.0,Completed
8,2025-01-22,Bengaluru,R105,RR Nagar - Banashankari,Bus,Electronic City,Whitefield,13.136161,77.731076,18.04,172.0,104.0,38.0,58.96,100,38.8,20.0,Completed
872,2025-01-22,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Shivajinagar,Yelahanka,13.040543,77.67088,17.02,1202.0,50.0,33.0,46.26,40,54.2,3.0,Cancelled
853,2025-01-23,Bengaluru,R101,Yelahanka - Majestic,Metro,Electronic City,Dasarahalli,13.184187,77.635661,26.57,1714.0,85.0,14.0,74.02,40,82.6,14.0,On Time
603,2025-01-23,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Dasarahalli,Whitefield,12.857058,77.770775,26.74,657.0,27.0,13.0,14.56,60,84.7,23.0,Cancelled
551,2025-01-24,Bengaluru,R104,Bommanahalli - Majestic,Bus,Hebbal,Dasarahalli,13.037669,77.777959,3.08,311.0,67.0,49.0,76.24,100,95.9,0.0,Completed
631,2025-01-24,Bengaluru,R108,Dasarahalli - Majestic,Metro,Banashankari,Dasarahalli,13.078541,77.728163,4.73,1635.0,26.0,55.0,55.38,50,54.6,81.0,Delayed
312,2025-01-24,Bengaluru,R103,Mahadevapura - KR Market,Bus,Whitefield,Majestic,12.98797,77.605786,16.35,1228.0,96.0,45.0,58.56,40,48.3,13.0,Delayed
999,2025-01-24,Bengaluru,R107,Electronic City - Majestic,Metro,Banashankari,Shivajinagar,12.952805,77.476809,25.52,883.0,60.0,22.0,63.92,30,38.7,12.0,On Time
487,2025-01-25,Bengaluru,R108,Dasarahalli - Majestic,Bus,Mahadevapura,RR Nagar,13.180837,77.555573,10.37,658.0,19.0,16.0,77.05,50,26.4,29.0,Cancelled
890,2025-01-26,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Shivajinagar,KR Market,13.123666,77.454812,9.34,1528.0,113.0,54.0,76.54,40,44.4,31.0,Delayed
30,2025-01-26,Bengaluru,R103,Mahadevapura - KR Market,Metro,Electronic City,Whitefield,13.020282,77.768226,17.37,1697.0,67.0,38.0,54.48,150,88.6,28.0,Cancelled
270,2025-01-26,Bengaluru,R102,Hebbal - Shivajinagar,Metro,Yelahanka,CV Raman Nagar,12.895392,77.457691,7.62,1739.0,72.0,44.0,65.9,60,59.25,5.0,Completed
125,2025-01-26,Bengaluru,R107,Electronic City - Majestic,Bus,CV Raman Nagar,Bommanahalli,12.859076,77.560279,10.25,1750.0,69.0,57.0,28.85,40,93.3,30.0,Delayed
478,2025-01-27,Bengaluru,R101,Yelahanka - Majestic,Bus,Yeshwanthpur,Shivajinagar,12.955571,77.578132,16.58,311.0,24.0,37.0,75.25,30,33.1,38.0,Cancelled
197,2025-01-27,Bengaluru,R104,Bommanahalli - Majestic,Metro,Whitefield,Yeshwanthpur,12.927045,77.762856,26.05,1362.0,84.0,51.0,67.13,60,92.6,16.0,On Time
62,2025-01-27,Bengaluru,R101,Yelahanka - Majestic,Metro,Hebbal,Whitefield,12.998906,77.717915,14.46,1008.0,106.0,27.0,42.58,150,74.3,40.0,On Time
498,2025-01-27,Bengaluru,R108,Dasarahalli - Majestic,Bus,Whitefield,Dasarahalli,12.885025,77.687241,24.36,190.0,103.0,33.0,59.11,60,93.9,30.0,On Time
229,2025-01-27,Bengaluru,R102,Hebbal - Shivajinagar,Bus,Yeshwanthpur,Whitefield,13.17616,77.791858,16.51,1310.0,24.0,32.0,35.99,30,55.3,19.0,On Time
630,2025-01-28,Bengaluru,R103,Mahadevapura - KR Market,Bus,Majestic,Mahadevapura,12.944979,77.786843,17.75,116.0,62.0,42.0,12.78,40,75.2,25.0,Delayed
107,2025-01-28,Bengaluru,R105,RR Nagar - Banashankari,Bus,Shivajinagar,Banashankari,12.92723,77.610557,27.65,563.0,114.0,47.0,68.92,60,75.2,2.0,Completed
693,2025-01-28,Bengaluru,R102,Hebbal - Shivajinagar,Bus,Bommanahalli,Hebbal,12.853569,77.476424,2.52,551.0,67.0,23.0,6.09,60,73.6,63.0,On Time
858,2025-01-28,Bengaluru,R110,Hebbal - Yeshwanthpur,Metro,Yelahanka,Dasarahalli,13.196081,77.519015,12.2,945.0,53.0,50.0,36.07,60,63.1,14.0,On Time
978,2025-01-29,Bengaluru,R107,Electronic City - Majestic,Bus,Yeshwanthpur,RR Nagar,13.151724,77.69412,18.47,1031.0,116.0,53.0,29.62,60,51.6,35.0,Cancelled
37,2025-01-30,Bengaluru,R108,Dasarahalli - Majestic,Metro,Dasarahalli,Mahadevapura,12.94285,77.615295,24.26,1649.0,104.0,29.0,72.33,40,86.4,18.0,On Time
165,2025-01-31,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Hebbal,RR Nagar,12.873932,77.501822,22.81,932.0,48.0,34.0,36.68,100,65.2,11.0,Delayed
338,2025-01-31,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Metro,Mahadevapura,Dasarahalli,13.177296,77.717891,11.82,376.0,117.0,6.0,128.94,60,63.7,27.0,On Time
800,2025-01-31,Bengaluru,R106,Whitefield - Silk Board,Bus,Bommanahalli,Banashankari,12.884427,77.581702,12.37,981.0,64.0,1.0,11.21,40,59.25,29.0,Unknown
554,2025-02-01,Bengaluru,R105,RR Nagar - Banashankari,Bus,Bommanahalli,Yeshwanthpur,13.032773,77.696621,17.8,492.0,101.0,17.0,47.52,30,73.9,20.0,Cancelled
120,2025-02-01,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,RR Nagar,Dasarahalli,13.179092,77.459104,27.41,321.0,115.0,27.0,65.17,40,81.1,7.0,Completed
123,2025-02-01,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Bommanahalli,Yelahanka,13.166163,77.587444,22.54,303.0,16.0,46.0,78.36,100,85.8,15.0,On Time
861,2025-02-02,Bengaluru,R104,Bommanahalli - Majestic,Metro,CV Raman Nagar,Yelahanka,13.013418,77.59294,20.09,607.0,78.0,33.0,63.2,60,50.1,38.0,Completed
303,2025-02-02,Bengaluru,R107,Electronic City - Majestic,Bus,Silk Board,Shivajinagar,12.957176,77.671685,9.56,1752.0,1.0,21.0,78.68,100,36.7,15.0,Completed
701,2025-02-02,Bengaluru,R106,Whitefield - Silk Board,Bus,Hebbal,Whitefield,12.897734,77.532715,16.71,1235.0,53.0,58.0,46.36,150,77.8,35.0,Cancelled
152,2025-02-02,Bengaluru,R108,Dasarahalli - Majestic,Unknown,Yelahanka,Mahadevapura,12.930565,77.758883,14.83,171.0,111.0,54.0,55.82,50,31.0,21.0,Completed
481,2025-02-03,Bengaluru,R107,Electronic City - Majestic,Bus,KR Market,Mahadevapura,12.926045,77.636504,14.69,1624.0,78.0,18.0,78.67,30,33.6,16.0,Completed
566,2025-02-03,Bengaluru,R101,Yelahanka - Majestic,Metro,Electronic City,Mahadevapura,13.019046,77.675957,4.02,371.0,99.0,53.0,13.39,30,96.6,4.0,Completed
987,2025-02-04,Bengaluru,R101,Yelahanka - Majestic,Bus,Bommanahalli,Yeshwanthpur,12.871016,77.588173,9.06,1030.0,92.0,31.0,59.55,150,93.1,27.0,On Time
359,2025-02-04,Bengaluru,R105,RR Nagar - Banashankari,Bus,RR Nagar,Mahadevapura,13.131242,77.620915,16.75,787.0,63.0,36.0,61.06,50,47.6,31.0,Delayed
55,2025-02-05,Bengaluru,R107,Electronic City - Majestic,Metro,KR Market,Yelahanka,13.023679,77.655556,22.66,561.0,52.0,10.0,19.32,40,30.3,3.0,Completed
717,2025-02-06,Bengaluru,R102,Hebbal - Shivajinagar,Bus,Bommanahalli,Mahadevapura,13.146218,77.694741,9.21,393.0,34.0,43.0,68.85,50,73.8,1.0,Delayed
667,2025-02-06,Bengaluru,R101,Yelahanka - Majestic,Bus,KR Market,Dasarahalli,13.103228,77.453213,28.62,1120.0,110.0,9.0,38.18,150,86.4,41.0,Delayed
839,2025-02-06,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Unknown,Yelahanka,Silk Board,13.107982,77.551338,5.07,393.0,95.0,36.0,57.07,30,6.3,33.0,Completed
814,2025-02-06,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Majestic,Silk Board,12.973308,77.694951,3.49,587.0,118.0,53.0,13.3,50,61.7,25.0,On Time
974,2025-02-06,Bengaluru,R102,Hebbal - Shivajinagar,Bus,Majestic,Bommanahalli,13.166589,77.494745,25.44,1014.0,69.0,33.0,15.85,40,97.7,36.0,Cancelled
74,2025-02-08,Bengaluru,R101,Yelahanka - Majestic,Metro,Mahadevapura,Silk Board,12.964669,77.695733,4.91,201.0,47.0,37.0,13.43,100,28.4,38.0,Cancelled
613,2025-02-09,Bengaluru,R103,Mahadevapura - KR Market,Bus,Mahadevapura,RR Nagar,13.13349,77.634051,11.51,598.0,50.0,44.0,33.22,50,38.1,42.0,Delayed
301,2025-02-09,Bengaluru,R110,Hebbal - Yeshwanthpur,Metro,Mahadevapura,Banashankari,12.976381,77.47398,3.11,1019.0,34.0,14.0,51.49,100,95.3,43.0,Completed
193,2025-02-09,Bengaluru,R107,Electronic City - Majestic,Bus,Dasarahalli,KR Market,13.032184,77.504242,17.58,560.0,100.0,78.0,40.0,30,35.2,16.0,Cancelled
956,2025-02-09,Bengaluru,R105,RR Nagar - Banashankari,Bus,Banashankari,Majestic,13.13895,77.521837,17.76,1648.0,76.0,40.0,48.63,100,14.1,41.0,Cancelled
497,2025-02-09,Bengaluru,R106,Whitefield - Silk Board,Bus,Mahadevapura,KR Market,13.08605,77.615119,23.58,1575.0,72.0,26.0,41.08,50,95.9,45.0,On Time
869,2025-02-11,Bengaluru,R105,RR Nagar - Banashankari,Metro,Banashankari,Whitefield,13.081301,77.762373,12.34,706.0,36.0,8.0,14.47,100,96.6,36.0,Completed
96,2025-02-11,Bengaluru,R108,Dasarahalli - Majestic,Bus,Dasarahalli,Yelahanka,13.048469,77.677678,22.25,1597.0,73.0,46.0,65.73,100,35.4,44.0,On Time
816,2025-02-12,Bengaluru,R108,Dasarahalli - Majestic,Bus,Bommanahalli,RR Nagar,12.969756,77.680694,23.8,1032.0,25.0,25.0,69.21,60,56.1,24.0,Completed
905,2025-02-12,Bengaluru,R103,Mahadevapura - KR Market,Bus,Hebbal,KR Market,13.182409,77.639042,3.36,1511.0,31.0,36.0,47.75,100,38.4,23.0,On Time
371,2025-02-12,Bengaluru,R105,RR Nagar - Banashankari,Metro,KR Market,Silk Board,12.945268,77.610929,19.43,206.0,65.0,26.0,35.24,150,52.3,74.0,Cancelled
317,2025-02-12,Bengaluru,R103,Mahadevapura - KR Market,Bus,RR Nagar,Whitefield,13.029218,77.56312,29.61,2059.0,75.0,12.0,57.64,60,45.2,13.0,Delayed
628,2025-02-13,Bengaluru,R106,Whitefield - Silk Board,Bus,Yelahanka,KR Market,13.068382,77.563462,6.72,714.0,97.0,14.0,14.84,100,11.0,15.0,Completed
911,2025-02-13,Bengaluru,R105,RR Nagar - Banashankari,Metro,Whitefield,Shivajinagar,12.872045,77.693692,26.92,619.0,86.0,50.0,43.57,30,58.8,16.0,Cancelled
560,2025-02-13,Bengaluru,R104,Bommanahalli - Majestic,Bus,Whitefield,Hebbal,13.056364,77.608614,24.67,1225.0,17.0,12.0,28.73,60,29.0,9.0,Delayed
80,2025-02-13,Bengaluru,R106,Whitefield - Silk Board,Metro,Yeshwanthpur,Hebbal,13.012915,77.481512,30.15,452.0,69.0,42.0,53.45,40,26.8,1.0,Cancelled
232,2025-02-14,Bengaluru,R102,Hebbal - Shivajinagar,Metro,RR Nagar,KR Market,13.189022,77.60978,7.78,1355.0,110.0,59.0,32.86,60,82.6,39.0,Cancelled
894,2025-02-14,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Metro,Hebbal,Shivajinagar,12.934382,77.573649,3.36,642.0,16.0,42.0,70.07,60,80.8,7.0,Completed
153,2025-02-14,Bengaluru,R103,Mahadevapura - KR Market,Metro,RR Nagar,Yelahanka,12.856533,77.501573,6.73,1044.0,37.0,13.0,68.39,60,40.0,10.0,Delayed
328,2025-02-15,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Banashankari,Hebbal,12.893591,77.479455,24.82,217.0,25.0,19.0,70.98,40,37.4,37.0,Unknown
921,2025-02-15,Bengaluru,R104,Bommanahalli - Majestic,Bus,Bommanahalli,Majestic,12.997341,77.495147,20.38,718.0,12.0,57.0,27.09,100,61.2,29.0,Unknown
452,2025-02-15,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Hebbal,Banashankari,13.095269,77.461487,14.91,887.0,92.0,60.0,71.11,50,59.6,31.0,Delayed
63,2025-02-15,Bengaluru,R101,Yelahanka - Majestic,Metro,CV Raman Nagar,Hebbal,13.151432,77.696253,12.66,1619.0,27.0,27.0,22.01,40,48.5,10.0,Completed
730,2025-02-15,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Dasarahalli,Yelahanka,13.046203,77.792022,13.63,172.0,32.0,37.0,8.6,30,79.4,29.0,Delayed
472,2025-02-16,Bengaluru,R101,Yelahanka - Majestic,Bus,Whitefield,Yelahanka,12.959468,77.469808,29.28,860.0,84.0,50.0,19.47,150,90.2,26.0,Cancelled
562,2025-02-16,Bengaluru,R104,Bommanahalli - Majestic,Bus,Yelahanka,KR Market,13.058873,77.735123,20.57,786.0,119.0,57.0,140.88,100,59.25,28.0,Cancelled
56,2025-02-16,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Shivajinagar,Whitefield,12.861645,77.475134,12.52,900.0,97.0,55.0,20.87,30,70.6,34.0,On Time
442,2025-02-17,Bengaluru,R106,Whitefield - Silk Board,Bus,Banashankari,Shivajinagar,13.16384,77.792299,13.58,1765.0,10.0,19.0,16.59,150,49.1,9.0,On Time
909,2025-02-17,Bengaluru,R106,Whitefield - Silk Board,Metro,RR Nagar,Yeshwanthpur,13.108898,77.668179,9.33,616.0,88.0,10.0,23.68,30,45.7,28.0,Delayed
272,2025-02-17,Bengaluru,R106,Whitefield - Silk Board,Metro,Bommanahalli,Hebbal,13.140556,77.695898,20.42,514.0,119.0,58.0,34.72,30,61.7,18.0,Cancelled
977,2025-02-17,Bengaluru,R103,Mahadevapura - KR Market,Bus,Hebbal,Electronic City,13.112019,77.537087,31.35,1069.0,119.0,25.0,41.88,60,38.0,45.0,Completed
680,2025-02-18,Bengaluru,R103,Mahadevapura - KR Market,Bus,Shivajinagar,Electronic City,13.195121,77.581631,16.24,130.0,54.0,57.0,31.27,150,76.0,43.0,Cancelled
378,2025-02-18,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Yeshwanthpur,Mahadevapura,13.190617,77.459147,24.6,1163.0,115.0,12.0,17.44,30,3.1,13.0,Cancelled
568,2025-02-19,Bengaluru,R105,RR Nagar - Banashankari,Metro,Silk Board,RR Nagar,12.954726,77.476431,14.04,830.0,52.0,27.0,36.52,40,36.1,3.0,Delayed
573,2025-02-19,Bengaluru,R102,Hebbal - Shivajinagar,Metro,RR Nagar,Yelahanka,13.018525,77.473761,20.18,1649.0,72.0,33.0,25.43,60,26.1,25.0,Completed
834,2025-02-20,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Shivajinagar,Majestic,12.890633,77.736033,10.03,136.0,35.0,39.0,18.41,60,29.9,25.0,Completed
673,2025-02-20,Bengaluru,R104,Bommanahalli - Majestic,Metro,Shivajinagar,CV Raman Nagar,12.959382,77.617306,13.02,653.0,79.0,34.0,31.61,60,53.2,26.0,Delayed
211,2025-02-20,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Mahadevapura,Whitefield,12.923438,77.509418,14.62,936.0,20.0,19.0,51.91,150,51.2,23.0,Completed
962,2025-02-21,Bengaluru,R107,Electronic City - Majestic,Bus,Dasarahalli,Shivajinagar,12.9168,77.504923,4.41,634.0,93.0,38.0,45.78,100,44.8,2.0,Delayed
618,2025-02-21,Bengaluru,R107,Electronic City - Majestic,Metro,Whitefield,Shivajinagar,12.87636,77.459014,29.57,275.0,70.0,52.0,35.0,150,63.5,36.0,On Time
397,2025-02-21,Bengaluru,R107,Electronic City - Majestic,Bus,Yeshwanthpur,Dasarahalli,12.870269,77.707804,24.38,1161.0,32.0,36.0,52.61,150,40.5,14.0,Unknown
831,2025-02-22,Bengaluru,R107,Electronic City - Majestic,Bus,Bommanahalli,Electronic City,13.139946,77.645514,12.56,1683.0,81.0,52.0,34.61,100,87.6,21.0,Unknown
966,2025-02-22,Bengaluru,R109,CV Raman Nagar - Shivajinagar,Bus,Dasarahalli,Hebbal,13.024695,77.735502,16.87,284.0,40.0,40.0,30.54,100,86.6,43.0,On Time
994,2025-02-23,Bengaluru,R108,Dasarahalli - Majestic,Bus,Hebbal,Mahadevapura,13.14609,77.483014,5.29,1664.0,102.0,23.0,16.24,150,97.9,16.0,On Time
392,2025-02-23,Bengaluru,R103,Mahadevapura - KR Market,Metro,Bommanahalli,Yeshwanthpur,13.169391,77.604065,8.45,269.0,88.0,73.0,24.54,40,44.4,6.0,Delayed
426,2025-02-24,Bengaluru,R102,Hebbal - Shivajinagar,Bus,Yeshwanthpur,Mahadevapura,13.166851,77.739166,2.84,1282.0,20.0,31.0,15.78,40,75.5,8.0,On Time
567,2025-02-25,Bengaluru,R103,Mahadevapura - KR Market,Bus,Shivajinagar,Bommanahalli,13.068146,77.702102,23.85,889.0,117.0,51.0,19.12,100,58.4,2.0,Completed
806,2025-02-25,Bengaluru,R110,Hebbal - Yeshwanthpur,Bus,Shivajinagar,Yelahanka,13.082964,77.589679,4.48,338.0,17.0,39.0,41.54,60,60.4,6.0,Delayed
708,2025-02-25,Bengaluru,R107,Electronic City - Majestic,Unknown,Majestic,Banashankari,13.044606,77.704057,27.96,1584.0,86.0,18.0,26.67,100,59.25,21.0,Cancelled
221,2025-02-26,Bengaluru,R103,Mahadevapura - KR Market,Bus,Electronic City,KR Market,13.018284,77.538946,25.92,438.0,97.0,33.0,25.98,150,57.2,29.0,Delayed
446,2025-02-26,Bengaluru,R105,RR Nagar - Banashankari,Metro,Mahadevapura,Shivajinagar,13.079651,77.530463,20.02,1695.0,119.0,21.0,61.77,60,30.0,11.0,Delayed
168,2025-02-26,Bengaluru,R110,Hebbal - Yeshwanthpur,Metro,Whitefield,Yeshwanthpur,12.986419,77.759602,4.23,326.0,105.0,13.0,32.01,60,95.8,1.0,Delayed
829,2025-02-26,Bengaluru,R106,Whitefield - Silk Board,Metro,Electronic City,Yelahanka,12.869872,77.473982,14.66,1515.0,40.0,12.0,45.31,100,29.8,34.0,Delayed
305,2025-02-26,Bengaluru,R103,Mahadevapura - KR Market,Bus,Dasarahalli,Majestic,13.053719,77.510381,28.83,1690.0,45.0,20.0,46.18,100,47.9,16.0,Delayed
