Date,Time,Location,Ride_Request,Available_Vehicles,Completed_Ride,Cancel_Ride,Waiting_Time_min,Surge_Multiplier
2025-02-03,11:15:00,BTM Layout,68.0,103.0,0.0,68.0,8.5,1.0
2025-02-03,20:09:00,MG Road,212.0,109.0,196.0,16.0,16.7,1.3
2025-02-04,05:09:00,HSR Layout,24.0,121.0,0.0,24.0,10.6,2.0
2025-02-04,11:46:00,Malleshwaram,143.0,153.0,125.0,18.0,18.9,1.5
2025-02-04,14:35:00,Electronic City,301.0,125.0,288.0,13.0,5.1,1.3
2025-02-04,16:00:00,Malleshwaram,246.0,75.0,203.0,43.0,15.6,1.5
2025-02-04,20:26:00,Marathahalli,205.0,149.0,126.0,79.0,12.0,1.3
2025-02-05,04:50:00,Koramangala,344.0,140.0,336.0,8.0,6.9,1.8
2025-02-05,18:07:00,Electronic City,99.0,72.0,37.0,62.0,14.5,2.0
2025-02-06,01:15:00,BTM Layout,92.0,9.0,25.0,67.0,12.8,1.0
2025-02-06,02:02:00,Jayanagar,104.0,150.0,60.0,44.0,23.2,2.0
2025-02-06,13:33:00,MG Road,41.0,122.0,0.0,41.0,23.2,1.5
2025-02-07,11:40:00,Indiranagar,107.0,24.0,54.0,53.0,14.6,1.0
2025-02-07,12:45:00,Koramangala,222.0,91.0,142.0,80.0,8.9,1.0
2025-02-07,13:11:00,Malleshwaram,278.0,145.0,216.0,62.0,8.4,1.0
2025-02-08,16:01:00,Jayanagar,155.0,106.0,107.0,48.0,16.9,3.5
2025-02-08,16:46:00,Yelahanka,184.0,76.0,149.0,35.0,3.2,1.2
2025-02-08,18:55:00,Yelahanka,111.0,95.0,46.0,65.0,7.0,1.3
2025-02-08,23:35:00,MG Road,96.0,99.0,22.0,74.0,15.4,1.0
2025-02-09,07:22:00,Koramangala,285.0,64.0,268.0,17.0,14.2,1.2
2025-02-09,11:04:00,Marathahalli,267.0,152.0,240.0,27.0,20.8,1.0
2025-02-09,19:15:00,Banashankari,77.0,145.0,65.0,12.0,22.8,1.2
2025-02-09,22:00:00,Hebbal,66.0,123.0,0.0,66.0,15.3,1.0
2025-02-10,17:27:00,HSR Layout,124.0,88.0,100.0,24.0,11.0,1.0
2025-02-10,20:47:00,JP Nagar,39.0,107.0,0.0,39.0,16.1,1.3
2025-02-10,23:19:00,Banashankari,242.0,165.0,212.0,30.0,5.4,1.3
2025-02-11,00:13:00,JP Nagar,23.0,27.0,0.0,23.0,18.3,1.3
2025-02-11,16:38:00,Yelahanka,190.0,167.0,163.0,27.0,3.3,2.0
2025-02-11,20:24:00,Rajajinagar,40.0,87.0,0.0,40.0,15.9,1.0
2025-02-12,17:03:00,Jayanagar,242.0,29.0,195.0,47.0,22.6,1.0
2025-02-12,21:51:00,Jayanagar,294.0,44.0,221.0,73.0,8.4,1.3
2025-02-13,04:57:00,Banashankari,324.0,131.0,300.0,24.0,19.3,1.8
2025-02-13,21:06:00,Rajajinagar,171.0,23.0,135.0,36.0,3.9,1.0
2025-02-14,09:25:00,BTM Layout,224.0,106.0,174.0,50.0,11.3,1.2
2025-02-14,23:16:00,Rajajinagar,183.0,21.0,134.0,49.0,14.6,1.3
2025-02-15,15:04:00,Hebbal,177.0,71.0,126.0,51.0,5.6,1.0
2025-02-16,07:48:00,MG Road,314.0,177.0,234.0,80.0,20.9,1.0
2025-02-16,20:37:00,JP Nagar,336.0,135.0,293.0,43.0,14.9,2.0
2025-02-16,21:54:00,Indiranagar,298.0,99.0,244.0,54.0,22.4,1.5
2025-02-16,23:24:00,JP Nagar,336.0,165.0,288.0,48.0,3.4,1.5
2025-02-17,08:04:00,Marathahalli,105.0,128.0,48.0,57.0,6.9,1.8
2025-02-17,16:27:00,Banashankari,86.0,5.0,12.0,74.0,22.6,1.8
2025-02-17,21:39:00,Unknown,236.0,5.0,196.0,40.0,9.7,1.0
2025-02-18,20:26:00,Yelahanka,105.0,85.0,31.0,74.0,21.0,1.3
2025-02-19,15:34:00,Banashankari,332.0,156.0,306.0,26.0,3.5,1.0
2025-02-20,06:44:00,Yelahanka,317.0,96.0,250.0,67.0,4.9,1.2
2025-02-20,23:24:00,JP Nagar,208.0,170.0,134.0,74.0,10.2,1.8
2025-02-21,06:37:00,Yelahanka,171.0,50.0,137.0,34.0,9.0,1.0
2025-02-21,09:12:00,Hebbal,140.0,102.0,64.0,76.0,6.5,1.0
2025-02-21,09:43:00,JP Nagar,337.0,54.0,324.0,13.0,9.3,2.0
2025-02-21,17:57:00,Rajajinagar,253.0,41.0,247.0,6.0,11.4,1.0
2025-02-22,00:25:00,Marathahalli,313.0,127.0,272.0,41.0,12.1,1.0
2025-02-22,03:09:00,Yelahanka,214.0,93.0,197.0,17.0,15.9,1.0
2025-02-22,03:15:00,HSR Layout,52.0,18.0,0.0,52.0,2.6,1.8
2025-02-22,04:46:00,MG Road,82.0,61.0,76.0,6.0,5.0,1.8
2025-02-22,04:59:00,Indiranagar,151.0,159.0,121.0,30.0,5.5,1.0
2025-02-22,07:26:00,Whitefield,99.0,53.0,30.0,69.0,20.3,1.0
2025-02-22,10:41:00,Indiranagar,208.0,102.0,165.0,43.0,19.8,1.0
2025-02-23,05:41:00,Hebbal,112.0,134.0,37.0,75.0,9.8,1.0
2025-02-24,14:30:00,Malleshwaram,132.0,137.0,105.0,27.0,12.7,1.2
2025-02-24,21:47:00,BTM Layout,315.0,122.0,265.0,50.0,18.2,1.8
2025-02-25,00:39:00,Whitefield,169.0,102.0,115.0,54.0,13.7,1.0
2025-02-25,05:37:00,Rajajinagar,161.0,42.0,142.0,19.0,13.4,1.2
2025-02-26,09:37:00,Hebbal,35.0,156.0,0.0,35.0,11.1,1.5
2025-02-26,13:04:00,Jayanagar,207.0,15.0,143.0,64.0,10.4,1.0
2025-02-26,23:44:00,Electronic City,114.0,124.0,77.0,37.0,17.2,1.0
2025-02-27,08:03:00,Yelahanka,344.0,8.0,284.0,60.0,5.8,1.3
2025-02-27,22:55:00,Yelahanka,231.0,94.0,172.0,59.0,6.4,1.5
2025-02-28,09:30:00,Malleshwaram,313.0,114.0,280.0,33.0,21.4,1.0
2025-02-28,15:45:00,Marathahalli,80.0,79.0,56.0,24.0,13.7,1.3
2025-02-28,16:58:00,Koramangala,324.0,56.0,291.0,33.0,11.8,1.8
2025-02-28,20:12:00,Yelahanka,325.0,147.0,261.0,64.0,4.2,2.0
2025-03-01,04:50:00,Yelahanka,198.0,121.0,154.0,44.0,20.0,2.0
2025-03-01,08:54:00,Electronic City,111.0,14.0,32.0,79.0,4.5,1.8
2025-03-01,15:28:00,Electronic City,333.0,175.0,321.0,12.0,19.1,1.0
2025-03-01,17:31:00,Banashankari,151.0,152.0,78.0,73.0,7.8,2.0
2025-03-02,16:20:00,Hebbal,144.0,66.0,113.0,31.0,14.7,1.3
2025-03-03,00:25:00,Indiranagar,90.0,132.0,84.0,6.0,23.9,1.3
2025-03-03,13:24:00,Banashankari,130.0,53.0,67.0,63.0,18.5,1.0
2025-03-03,15:19:00,Whitefield,108.0,54.0,82.0,26.0,4.9,1.8
2025-03-04,01:27:00,Indiranagar,256.0,151.0,245.0,11.0,12.0,1.8
2025-03-04,15:34:00,BTM Layout,88.0,140.0,24.0,64.0,24.7,1.5
2025-03-04,19:21:00,Yelahanka,294.0,179.0,244.0,50.0,9.0,1.0
2025-03-05,03:06:00,BTM Layout,78.0,97.0,16.0,62.0,4.0,1.8
2025-03-05,15:54:00,Indiranagar,76.0,131.0,5.0,71.0,19.5,1.3
2025-03-05,15:59:00,Electronic City,175.0,133.0,119.0,56.0,14.4,2.0
2025-03-07,19:34:00,Indiranagar,323.0,166.0,298.0,25.0,13.8,1.0
2025-03-07,22:31:00,Indiranagar,263.0,72.0,188.0,75.0,14.1,1.8
2025-03-07,22:52:00,BTM Layout,180.0,176.0,180.0,0.0,11.7,1.5
2025-03-08,14:46:00,Banashankari,277.0,36.0,265.0,12.0,13.9,1.3
2025-03-08,20:18:00,HSR Layout,63.0,101.0,19.0,44.0,16.8,1.5
2025-03-08,20:58:00,Hebbal,242.0,114.0,183.0,59.0,24.2,1.8
2025-03-08,20:58:00,HSR Layout,308.0,166.0,240.0,68.0,13.4,1.0
2025-03-09,00:30:00,Jayanagar,203.0,87.0,168.0,35.0,2.4,1.3
2025-03-10,01:30:00,Yelahanka,200.0,169.0,126.0,74.0,6.0,2.0
2025-03-10,03:24:00,Malleshwaram,343.0,45.0,290.0,53.0,2.4,2.0
2025-03-11,17:53:00,Indiranagar,311.0,54.0,303.0,8.0,22.1,1.2
2025-03-12,06:50:00,Jayanagar,195.0,122.0,138.0,57.0,5.3,1.0
2025-03-12,08:43:00,Koramangala,168.0,6.0,122.0,46.0,13.4,1.8
2025-03-12,11:22:00,Marathahalli,262.0,43.0,191.0,71.0,15.9,1.0
2025-03-13,01:32:00,Marathahalli,39.0,34.0,0.0,39.0,4.2,1.0
2025-03-13,18:23:00,Rajajinagar,120.0,165.0,82.0,38.0,3.8,1.0
2025-03-15,06:47:00,Hebbal,328.0,133.0,258.0,70.0,2.9,1.0
2025-03-15,09:56:00,Jayanagar,239.0,95.0,234.0,5.0,7.5,1.8
2025-03-15,13:28:00,Koramangala,225.0,48.0,145.0,80.0,3.5,1.2
2025-03-16,04:41:00,JP Nagar,39.0,125.0,0.0,39.0,18.0,1.0
2025-03-16,22:23:00,Yelahanka,309.0,22.0,284.0,25.0,14.8,1.0
2025-03-17,04:30:00,Marathahalli,192.0,151.0,177.0,15.0,19.1,1.8
2025-03-17,19:20:00,Malleshwaram,321.0,30.0,242.0,79.0,23.3,1.0
2025-03-17,23:14:00,Jayanagar,144.0,33.0,135.0,9.0,6.4,2.0
2025-03-18,18:43:00,Hebbal,331.0,33.0,259.0,72.0,19.9,1.2
2025-03-19,23:53:00,Jayanagar,188.0,5.0,133.0,55.0,13.9,2.0
2025-03-20,08:57:00,Koramangala,173.0,172.0,108.0,65.0,17.3,1.3
2025-03-20,12:45:00,Malleshwaram,102.0,140.0,28.0,74.0,23.1,1.5
2025-03-21,02:55:00,Whitefield,77.0,163.0,66.0,11.0,23.3,1.3
2025-03-21,03:36:00,Marathahalli,104.0,85.0,42.0,62.0,11.3,1.5
2025-03-21,03:38:00,BTM Layout,81.0,174.0,66.0,15.0,13.3,1.0
2025-03-21,22:24:00,Banashankari,266.0,32.0,233.0,33.0,10.1,1.5
2025-03-22,14:54:00,BTM Layout,347.0,86.0,280.0,67.0,6.0,1.5
2025-03-23,03:25:00,Electronic City,146.0,141.0,111.0,35.0,20.8,1.0
2025-03-24,06:16:00,Whitefield,133.0,34.0,96.0,37.0,6.2,1.0
2025-03-24,06:48:00,Banashankari,329.0,69.0,307.0,22.0,3.2,2.0
2025-03-24,11:15:00,Electronic City,230.0,174.0,162.0,68.0,23.7,1.0
2025-03-25,06:35:00,Hebbal,135.0,8.0,126.0,9.0,23.3,1.8
2025-03-25,10:37:00,MG Road,75.0,84.0,0.0,75.0,15.2,1.8
2025-03-25,15:24:00,Electronic City,57.0,10.0,48.0,9.0,9.3,1.0
2025-03-26,05:31:00,Yelahanka,185.0,137.0,152.0,33.0,22.6,1.0
2025-03-26,13:46:00,Whitefield,29.0,38.0,0.0,29.0,6.9,1.0
2025-03-26,16:48:00,Koramangala,91.0,70.0,34.0,57.0,16.0,1.2
2025-03-27,12:41:00,Rajajinagar,84.0,35.0,45.0,39.0,19.7,1.0
2025-03-28,04:44:00,Electronic City,157.0,131.0,114.0,43.0,5.4,1.0
2025-03-28,23:46:00,Indiranagar,209.0,117.0,134.0,75.0,7.6,1.0
2025-03-29,02:03:00,Malleshwaram,165.0,163.0,135.0,30.0,8.2,2.0
2025-03-29,07:29:00,Malleshwaram,230.0,154.0,207.0,23.0,20.9,1.0
2025-03-29,22:26:00,Electronic City,305.0,29.0,277.0,28.0,12.8,1.3
2025-03-30,10:23:00,Whitefield,34.0,37.0,14.0,20.0,21.7,1.0
2025-03-31,01:20:00,Malleshwaram,168.0,178.0,117.0,51.0,9.2,1.0
2025-03-31,04:24:00,Rajajinagar,214.0,63.0,141.0,73.0,13.5,1.5
2025-03-31,06:37:00,JP Nagar,189.0,177.0,141.0,48.0,13.0,2.0
2025-03-31,13:53:00,HSR Layout,279.0,23.0,261.0,18.0,13.6,1.5
2025-03-31,20:51:00,Banashankari,347.0,114.0,291.0,56.0,13.9,1.0
2025-04-01,10:30:00,Jayanagar,227.0,32.0,214.0,13.0,17.8,1.8
2025-04-01,17:48:00,Malleshwaram,158.0,128.0,85.0,73.0,12.7,1.3
2025-04-01,21:26:00,Malleshwaram,272.0,149.0,208.0,64.0,19.5,2.0
2025-04-02,01:04:00,Marathahalli,123.0,54.0,105.0,18.0,4.3,1.8
2025-04-02,03:39:00,Indiranagar,69.0,66.0,0.0,69.0,6.4,1.3
2025-04-02,11:20:00,Electronic City,230.0,45.0,194.0,36.0,20.1,1.0
2025-04-04,23:19:00,Rajajinagar,117.0,56.0,49.0,68.0,7.4,1.2
2025-04-05,10:50:00,Malleshwaram,94.0,86.0,86.0,8.0,22.2,1.8
2025-04-06,15:12:00,Marathahalli,42.0,124.0,4.0,38.0,8.1,1.3
2025-04-06,18:43:00,Electronic City,154.0,125.0,119.0,35.0,24.0,1.5
2025-04-06,22:40:00,Yelahanka,63.0,22.0,0.0,63.0,23.9,1.0
2025-04-07,02:20:00,Electronic City,113.0,33.0,91.0,22.0,16.6,2.0
2025-04-07,02:22:00,Indiranagar,263.0,8.0,211.0,52.0,25.0,2.0
2025-04-07,15:37:00,Hebbal,64.0,50.0,49.0,15.0,8.6,1.0
2025-04-08,03:13:00,Yelahanka,69.0,113.0,9.0,60.0,11.5,1.0
2025-04-08,04:46:00,MG Road,38.0,156.0,9.0,29.0,7.5,1.8
2025-04-08,05:26:00,Marathahalli,275.0,132.0,205.0,70.0,22.2,2.0
2025-04-08,09:56:00,JP Nagar,245.0,82.0,190.0,55.0,19.8,1.3
2025-04-08,11:36:00,Electronic City,267.0,88.0,195.0,72.0,5.3,1.0
2025-04-09,07:43:00,Koramangala,90.0,80.0,66.0,24.0,21.4,1.0
2025-04-09,14:21:00,Jayanagar,214.0,150.0,187.0,27.0,8.9,1.0
2025-04-09,17:57:00,BTM Layout,147.0,50.0,70.0,77.0,14.8,1.8
2025-04-11,00:46:00,Banashankari,62.0,119.0,0.0,62.0,17.6,1.0
2025-04-11,03:40:00,Jayanagar,36.0,20.0,0.0,36.0,12.8,1.3
2025-04-11,07:01:00,Jayanagar,182.0,178.0,139.0,43.0,9.0,1.8
2025-04-11,15:37:00,BTM Layout,78.0,130.0,40.0,38.0,14.1,1.5
2025-04-12,15:43:00,BTM Layout,68.0,58.0,0.0,68.0,12.9,1.3
2025-04-12,20:47:00,Banashankari,122.0,138.0,84.0,38.0,24.4,1.5
2025-04-13,03:18:00,Indiranagar,33.0,168.0,2.0,31.0,8.7,1.0
2025-04-13,04:11:00,Marathahalli,89.0,49.0,75.0,14.0,22.7,2.0
2025-04-13,04:44:00,MG Road,141.0,97.0,73.0,68.0,14.7,1.5
2025-04-13,06:20:00,HSR Layout,215.0,130.0,173.0,42.0,3.0,1.3
2025-04-14,00:07:00,MG Road,338.0,122.0,301.0,37.0,13.4,2.0
2025-04-14,21:10:00,JP Nagar,246.0,167.0,213.0,33.0,18.2,1.5
2025-04-14,23:30:00,Indiranagar,87.0,75.0,44.0,43.0,4.1,1.5
2025-04-15,14:06:00,Marathahalli,302.0,50.0,226.0,76.0,10.5,2.0
2025-04-15,18:28:00,Banashankari,36.0,120.0,0.0,36.0,4.4,1.2
2025-04-16,09:30:00,Koramangala,52.0,142.0,0.0,52.0,6.3,1.5
2025-04-16,17:40:00,Whitefield,330.0,105.0,260.0,70.0,8.8,1.0
2025-04-16,18:31:00,Yelahanka,199.0,74.0,124.0,75.0,5.3,1.3
2025-04-17,15:25:00,Electronic City,177.0,35.0,113.0,64.0,4.1,1.3
2025-04-17,21:00:00,MG Road,232.0,90.0,175.0,57.0,10.0,1.2
2025-04-17,23:41:00,Malleshwaram,322.0,116.0,262.0,60.0,15.0,1.5
2025-04-18,11:44:00,JP Nagar,128.0,170.0,71.0,57.0,21.6,1.0
2025-04-19,05:07:00,Yelahanka,115.0,159.0,90.0,25.0,18.5,1.0
2025-04-19,16:53:00,Banashankari,157.0,77.0,111.0,46.0,9.8,1.0
2025-04-19,18:24:00,Hebbal,122.0,176.0,78.0,44.0,16.9,2.0
2025-04-21,15:09:00,Electronic City,232.0,46.0,171.0,61.0,20.5,1.8
2025-04-22,02:57:00,Malleshwaram,71.0,36.0,49.0,22.0,15.6,1.8
2025-04-22,20:57:00,JP Nagar,349.0,118.0,331.0,18.0,18.5,1.0
2025-04-23,15:19:00,Malleshwaram,321.0,6.0,281.0,40.0,19.5,1.0
2025-04-23,19:39:00,JP Nagar,218.0,49.0,168.0,50.0,6.1,1.5
2025-04-25,00:48:00,Yelahanka,118.0,76.0,62.0,56.0,21.9,1.3
2025-04-25,08:36:00,Rajajinagar,331.0,169.0,287.0,44.0,8.3,1.8
2025-04-25,10:59:00,JP Nagar,147.0,86.0,89.0,58.0,8.2,1.0
2025-04-25,22:11:00,Malleshwaram,55.0,12.0,45.0,10.0,23.8,1.2
2025-04-25,22:43:00,Hebbal,321.0,83.0,294.0,27.0,18.9,1.3
2025-04-26,10:56:00,HSR Layout,200.0,179.0,161.0,39.0,11.7,1.0
2025-04-26,18:21:00,Malleshwaram,167.0,122.0,141.0,26.0,15.0,2.0
2025-04-27,04:35:00,Malleshwaram,173.0,87.0,112.0,61.0,8.2,1.8
2025-04-27,10:42:00,Rajajinagar,182.0,73.0,140.0,42.0,15.9,1.8
2025-04-27,16:31:00,Malleshwaram,210.0,17.0,169.0,41.0,5.4,1.3
2025-04-27,17:22:00,Banashankari,21.0,8.0,11.0,10.0,7.6,2.0
2025-04-28,07:12:00,Electronic City,310.0,16.0,245.0,65.0,23.3,1.3
2025-04-28,08:26:00,Indiranagar,255.0,75.0,206.0,49.0,6.3,1.0
2025-04-28,15:14:00,Whitefield,102.0,135.0,85.0,17.0,11.2,1.5
2025-04-29,04:07:00,Koramangala,118.0,142.0,73.0,45.0,23.9,1.0
2025-04-29,13:49:00,Indiranagar,342.0,168.0,314.0,28.0,17.1,1.8
2025-04-29,23:27:00,Koramangala,33.0,127.0,0.0,33.0,5.1,2.0
2025-04-30,02:51:00,Hebbal,165.0,70.0,91.0,74.0,6.3,1.0
2025-04-30,03:26:00,Marathahalli,214.0,167.0,174.0,40.0,21.2,1.0
2025-04-30,08:44:00,Jayanagar,173.0,107.0,157.0,16.0,15.1,1.2
2025-04-30,17:14:00,HSR Layout,328.0,55.0,320.0,8.0,18.5,1.8
2025-05-01,17:06:00,BTM Layout,161.0,70.0,149.0,12.0,22.2,1.0
2025-05-01,22:57:00,Malleshwaram,178.0,55.0,145.0,33.0,5.4,1.0
2025-05-02,07:09:00,Banashankari,321.0,161.0,272.0,49.0,16.6,1.0
2025-05-02,09:57:00,JP Nagar,153.0,105.0,108.0,45.0,18.1,1.5
2025-05-02,11:50:00,BTM Layout,183.0,27.0,157.0,26.0,20.9,1.5
2025-05-02,14:04:00,JP Nagar,122.0,61.0,69.0,53.0,3.7,2.0
2025-05-03,10:25:00,Yelahanka,79.0,41.0,51.0,28.0,13.7,1.8
2025-05-03,16:53:00,Whitefield,217.0,132.0,198.0,19.0,16.7,1.0
2025-05-03,18:25:00,Rajajinagar,78.0,153.0,12.0,66.0,22.0,1.2
2025-05-03,21:11:00,Indiranagar,144.0,128.0,69.0,75.0,10.8,1.5
