TransitID,Date,City,RouteID,RouteName,TransportMode,SourceStop,DestinationStop,Latitude,Longitude,Distance_km,PassengerCount,TripDuration_min,Frequency_per_day,Fare_INR,VehicleCapacity,OccupancyRate,Delay_min,Status
798,2025-03-17, Bengaluru ,R108, Dasarahalli - Majestic ,Metro,CV Raman Nagar,Shivajinagar,12.907056,77.739401,22.7,1105,164,48,57.41,60,28.0,37,Delayed
738,2025-05-10, Bengaluru ,R108, Dasarahalli - Majestic ,Metro,Yeshwanthpur,Hebbal,13.163937,77.6706,9.05,923,60,33,53.24,30,84.6,5,Cancelled
823,2025-06-19, Bengaluru ,R108, Dasarahalli - Majestic ,Metro,Mahadevapura,Yelahanka,12.932264,77.767881,8.35,634,69,54,41.75,40,47.2,12,Delayed
361,2025-03-09, Bengaluru ,R104,Bommanahalli - Majestic,Bus,KR Market,Dasarahalli,13.187403,77.495483,18.55,872,116,35,62.68,40,66.7,44,On Time
227,2025-08-26, Bengaluru ,R106, Whitefield - Silk Board ,Metro,Dasarahalli,RR Nagar,13.199816,77.579838,19.92,345,42,57,68.83,100,62.8,20,Cancelled
259,2025-12-23, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,KR Market,Banashankari,12.867101,77.773632,14.9,1426,55,42,61.68,60,60.6,3,Cancelled
418,2025-06-20, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,CV Raman Nagar,Banashankari,12.906053,77.733096,2.06,1446,98,40,65.2,60,-4.9,28,Cancelled
460,2025-10-02, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,KR Market,Silk Board,12.95382,77.693612,17.93,1469,60,51,23.75,40,10.8,4,Delayed
61,2025-12-01, Bengaluru ,R103,Mahadevapura - KR Market,Bus,RR Nagar,Electronic City,12.949861,77.710431,8.33,1731,116,55,62.91,50,97.6,17,
249,2025-05-06, Bengaluru ,R102, Hebbal - Shivajinagar ,Metro,RR Nagar,Bommanahalli,13.16986,77.715159,8.75,185,89,23,14.73,40,25.3,0,Completed
481,2025-02-03, Bengaluru ,R107, Electronic City - Majestic ,Bus,KR Market,Mahadevapura,12.926045,77.636504,14.69,1624,78,18,78.67,30,33.6,16,Completed
81,2025-10-10, Bengaluru ,R107, Electronic City - Majestic ,Bus,Banashankari,RR Nagar,13.039122,77.780842,24.75,523,29,23,66.97,40,82.0,23,Completed
536,2025-10-05, Bengaluru ,R105, RR Nagar - Banashankari ,Bus,CV Raman Nagar,Silk Board,13.022739,77.700316,24.46,200,14,32,20.66,40,70.5,11,On Time
432,2025-12-29, Bengaluru ,R103, Mahadevapura - KR Market ,Metro,Banashankari,Bommanahalli,12.862634,77.795956,27.62,1756,101,19,72.47,30,36.4,40,Cancelled
151,2025-09-20, Bengaluru ,R103,Mahadevapura - KR Market,Bus,Bommanahalli,Yelahanka,12.95756,77.699607,17.42,1752,116,20,17.45,50,50.3,35,Completed
545,2025-03-01,,R101, Yelahanka - Majestic ,Bus,Silk Board,Shivajinagar,13.175291,77.561397,29.78,967,112,38,66.54,150,86.1,8,
999,2025-01-24, Bengaluru ,R107,Electronic City - Majestic,Metro,Banashankari,Shivajinagar,12.952805,77.476809,25.52,883,60,22,63.92,30,38.7,12,On Time
757,2025-05-21, Bengaluru ,R105, RR Nagar - Banashankari ,Bus,Shivajinagar,Electronic City,12.969682,77.739839,14.91,967,48,31,65.08,150,89.4,13,On Time
661,2025-09-14, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Yeshwanthpur,Silk Board,13.085062,77.775262,10.2,83,42,30,37.3,40,94.8,20,On Time
642,2025-10-30, Bengaluru ,R105, RR Nagar - Banashankari ,Bus,Shivajinagar,Hebbal,13.107149,77.746299,27.62,277,109,42,21.01,50,36.3,29,Delayed
78,2025-05-14, Bengaluru ,R102, Hebbal - Shivajinagar ,Bus,Silk Board,Yeshwanthpur,13.110045,77.772862,5.54,1004,176,57,72.58,40,84.6,5,Cancelled
534,2025-08-23, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Yelahanka,CV Raman Nagar,12.98747,77.734136,7.06,207,44,55,26.1,50,39.2,16,Completed
440,2025-11-10, Bengaluru ,R101, Yelahanka - Majestic ,Bus,Yeshwanthpur,Yelahanka,13.059923,77.762844,25.63,345,21,56,67.97,60,72.0,27,Completed
248,2025-10-10, Bengaluru ,R108, Dasarahalli - Majestic ,,Silk Board,Dasarahalli,12.938252,77.604902,12.12,230,46,34,39.69,30,59.3,24,Cancelled
46,2025-06-03, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Yelahanka,CV Raman Nagar,12.910713,77.715084,14.51,1757,102,6,58.65,60,76.0,39,Cancelled
592,2025-11-02, Bengaluru ,R107, Electronic City - Majestic ,Bus,RR Nagar,Mahadevapura,12.989157,77.769329,4.82,849,29,35,54.97,150,78.8,35,Completed
290,2025-06-14, Bengaluru ,R105, RR Nagar - Banashankari ,Metro,CV Raman Nagar,RR Nagar,13.05136,77.52628,17.17,1655,18,40,70.34,100,87.0,7,On Time
598,2025-05-07, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Hebbal,Dasarahalli,13.161556,77.519102,15.85,963,30,15,39.66,30,65.2,12,Delayed
507,2025-07-13, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Majestic,Yeshwanthpur,13.179381,77.753888,6.66,1689,14,5,41.23,50,63.1,20,Cancelled
342,2025-01-03, Bengaluru ,R103, Mahadevapura - KR Market ,Metro,Yeshwanthpur,Yelahanka,13.185317,77.502726,5.93,1451,37,58,51.86,60,25.3,4,Completed
615,2025-09-10, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Hebbal,Whitefield,12.866853,77.48632,15.75,319,76,44,44.65,100,82.2,3,Completed
310,2025-09-13, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Bus,Bommanahalli,Majestic,12.851744,77.611944,2.05,786,58,27,48.47,50,70.4,55,Cancelled
3,2025-07-29, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Yeshwanthpur,Majestic,13.198195,77.585308,1.45,1065,7,52,50.01,50,70.5,10,Completed
368,2025-10-07, Bengaluru ,R110, Hebbal - Yeshwanthpur ,,Yeshwanthpur,Silk Board,12.916207,77.557198,26.8,1365,86,7,52.15,100,64.8,6,Completed
202,2025-03-09, Bengaluru ,R103,Mahadevapura - KR Market,Bus,Bommanahalli,Silk Board,13.06422,77.563739,24.32,1172,88,40,36.44,40,55.6,0,Cancelled
888,2025-04-25, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Bus,Shivajinagar,Electronic City,12.993091,77.601838,3.12,551,59,32,17.22,30,63.2,33,Cancelled
454,2025-05-11, Bengaluru ,R105, RR Nagar - Banashankari ,Bus,KR Market,Shivajinagar,13.105865,77.570438,15.58,1332,78,6,46.51,40,-4.1,14,Delayed
618,2025-02-21, Bengaluru ,R107, Electronic City - Majestic ,Metro,Whitefield,Shivajinagar,12.87636,77.459014,29.57,275,70,52,35.0,150,63.5,36,On Time
490,2025-07-20, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Metro,Majestic,Yeshwanthpur,13.051359,77.513173,15.66,416,70,15,24.81,150,66.1,13,Completed
994,2025-02-23, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Hebbal,Mahadevapura,13.14609,77.483014,5.29,1664,102,23,16.24,150,97.9,16,On Time
945,2025-09-05, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Whitefield,Silk Board,13.117519,77.726724,4.46,398,84,10,60.86,150,72.1,40,On Time
268,2025-08-10, Bengaluru ,R103,Mahadevapura - KR Market,Metro,Banashankari,KR Market,12.892559,77.612547,11.35,837,46,59,55.86,60,92.7,89,Delayed
840,2025-06-02, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Mahadevapura,Dasarahalli,13.190976,77.695431,14.74,870,46,9,23.57,100,68.8,29,Delayed
733,2025-04-11, Bengaluru ,R106, Whitefield - Silk Board ,Metro,KR Market,Banashankari,13.000407,77.779442,16.03,199,85,11,35.17,30,61.6,31,Cancelled
63,2025-02-15, Bengaluru ,R101, Yelahanka - Majestic ,Metro,CV Raman Nagar,Hebbal,13.151432,77.696253,12.66,1619,27,27,22.01,40,48.5,10,Completed
13,2025-06-02, Bengaluru ,R110,Hebbal - Yeshwanthpur,Bus,Silk Board,Electronic City,12.860612,77.784128,9.38,1223,46,42,41.0,100,49.5,19,Delayed
99,2025-07-18, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,RR Nagar,Whitefield,13.050731,77.723635,26.41,277,52,11,13.94,100,88.9,20,Cancelled
162,2025-06-27,,R109, CV Raman Nagar - Shivajinagar ,Metro,Dasarahalli,Electronic City,13.127491,77.458464,10.38,1489,91,49,32.99,40,29.3,39,
796,2025-08-09, Bengaluru ,R106,Whitefield - Silk Board,Bus,Yeshwanthpur,Electronic City,13.178268,77.702879,27.47,151,53,30,58.19,40,81.6,28,
314,2025-05-13, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,CV Raman Nagar,Majestic,12.918363,77.664432,29.61,1631,68,59,55.9,100,32.2,44,On Time
182,2025-05-25, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Bus,Whitefield,Yeshwanthpur,13.148267,77.589555,7.88,957,90,50,38.81,50,75.1,28,On Time
673,2025-02-20, Bengaluru ,R104, Bommanahalli - Majestic ,Metro,Shivajinagar,CV Raman Nagar,12.959382,77.617306,13.02,653,79,34,31.61,60,53.2,26,Delayed
560,2025-02-13, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Whitefield,Hebbal,13.056364,77.608614,24.67,1225,17,12,28.73,60,29.0,9,Delayed
724,2025-09-05, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,CV Raman Nagar,Bommanahalli,13.096289,77.762716,27.48,697,71,5,31.23,30,71.7,43,Delayed
562,2025-02-16, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Yelahanka,KR Market,13.058873,77.735123,20.57,786,119,57,140.88,100,101.4,28,Cancelled
55,2025-02-05,,R107, Electronic City - Majestic ,Metro,KR Market,Yelahanka,13.023679,77.655556,22.66,561,52,10,19.32,40,30.3,3,Completed
434,2025-03-07, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Hebbal,Electronic City,12.921702,77.735466,28.37,527,57,5,69.02,100,33.8,41,Completed
28,2025-05-16, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Silk Board,KR Market,12.921692,77.506353,24.24,747,78,37,116.53,40,74.9,8,Delayed
916,2025-08-02, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Silk Board,Mahadevapura,12.971502,77.693493,12.24,1325,15,12,49.57,40,43.3,44,Completed
785,2025-11-10, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Bus,Electronic City,Silk Board,13.09616,77.608315,28.77,324,82,7,32.91,40,73.0,8,Delayed
406,2025-12-28, Bengaluru ,R106, Whitefield - Silk Board ,Metro,Yeshwanthpur,Yelahanka,12.996934,77.756233,7.3,981,120,56,74.11,50,92.9,31,
736,2025-10-01, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Bus,RR Nagar,Yelahanka,13.030884,77.635291,14.88,1802,12,31,27.6,100,30.4,35,On Time
835,2025-03-29, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Whitefield,CV Raman Nagar,12.904977,77.742279,7.35,522,71,10,60.32,40,42.2,33,On Time
643,2025-04-11, Bengaluru ,R108, Dasarahalli - Majestic ,Metro,Dasarahalli,Banashankari,13.056941,77.799771,16.07,348,16,19,34.57,60,41.3,17,Cancelled
446,2025-02-26, Bengaluru ,R105, RR Nagar - Banashankari ,Metro,Mahadevapura,Shivajinagar,13.079651,77.530463,20.02,1695,119,21,61.77,60,30.0,11,Delayed
575,2025-01-06, Bengaluru ,R107,Electronic City - Majestic,Bus,Bommanahalli,Silk Board,12.873762,77.502681,4.83,1083,86,42,62.95,50,77.7,37,Cancelled
617,2025-10-09,,R109, CV Raman Nagar - Shivajinagar ,Bus,Bommanahalli,Banashankari,13.179427,77.577435,13.15,1724,18,29,56.47,40,51.4,9,Completed
800,2025-01-31, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Bommanahalli,Banashankari,12.884427,77.581702,12.37,981,64,1,11.21,40,114.4,29,
352,2025-10-14, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Shivajinagar,Hebbal,13.036065,77.458612,12.88,883,85,15,65.81,30,32.8,19,Completed
135,2025-08-16, Bengaluru ,R105, RR Nagar - Banashankari ,,Shivajinagar,KR Market,13.122291,77.754046,9.4,1484,16,44,6.43,150,79.9,7,On Time
889,2025-11-21, Bengaluru ,R104, Bommanahalli - Majestic ,Metro,Hebbal,Yelahanka,13.178929,77.730503,10.1,690,21,21,40.66,150,37.1,21,On Time
930,2025-11-24, Bengaluru ,R106, Whitefield - Silk Board ,Metro,Yeshwanthpur,Mahadevapura,12.937879,77.667298,29.21,240,118,46,50.85,30,60.9,23,Cancelled
181,2025-12-24, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Hebbal,Shivajinagar,13.168018,77.629747,15.84,1287,99,34,25.56,30,29.9,19,Cancelled
727,2025-07-05, Bengaluru ,R110, Hebbal - Yeshwanthpur ,,RR Nagar,Hebbal,13.044354,77.472614,24.11,331,62,34,141.19,50,41.1,38,
261,2025-09-23, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Shivajinagar,Yeshwanthpur,12.869142,77.507338,6.23,980,50,51,33.23,60,74.6,27,Completed
831,2025-02-22, Bengaluru ,R107, Electronic City - Majestic ,Bus,Bommanahalli,Electronic City,13.139946,77.645514,12.56,1683,81,52,34.61,100,87.6,21,
301,2025-02-09, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Metro,Mahadevapura,Banashankari,12.976381,77.47398,3.11,1019,34,14,51.49,100,95.3,43,Completed
160,2025-08-17, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Whitefield,Mahadevapura,13.030908,77.711992,19.76,1165,47,14,21.59,40,62.2,7,On Time
112,2025-02-28, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Shivajinagar,Bommanahalli,13.081301,77.67758,12.85,1371,92,6,72.81,60,92.2,24,Completed
382,2025-05-29, Bengaluru ,R102, Hebbal - Shivajinagar ,Bus,Hebbal,Shivajinagar,12.986739,77.78955,4.4,1621,74,49,38.81,50,58.3,45,Cancelled
336,2025-09-19, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Metro,Shivajinagar,RR Nagar,13.075127,77.473952,5.2,805,47,33,40.01,40,73.2,44,Delayed
513,2025-12-05, Bengaluru ,R104,Bommanahalli - Majestic,Metro,KR Market,Yelahanka,12.98305,77.559014,7.41,1490,81,21,71.95,40,31.4,41,
149,2025-12-20, Bengaluru ,R108, Dasarahalli - Majestic ,Metro,Hebbal,Bommanahalli,13.111303,77.783002,2.53,1182,15,15,72.57,60,1.9,34,Completed
110,2025-08-22, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Shivajinagar,Yelahanka,13.069535,77.458596,23.11,1370,38,52,72.14,50,80.5,11,Cancelled
228,2025-06-21, Bengaluru ,R102, Hebbal - Shivajinagar ,Bus,CV Raman Nagar,Hebbal,12.981007,77.509082,8.61,1563,47,29,108.99,30,31.1,17,Delayed
805,2025-04-04, Bengaluru ,R107, Electronic City - Majestic ,Bus,Electronic City,KR Market,13.057761,77.546179,2.06,516,73,51,17.09,150,68.1,39,Completed
497,2025-02-09, Bengaluru ,R106,Whitefield - Silk Board,Bus,Mahadevapura,KR Market,13.08605,77.615119,23.58,1575,72,26,41.08,50,95.9,45,On Time
473,2025-10-10, Bengaluru ,R101, Yelahanka - Majestic ,Bus,Hebbal,Bommanahalli,12.984189,77.777897,29.19,1360,31,45,76.5,100,97.1,20,Cancelled
659,2025-05-14, Bengaluru ,R104, Bommanahalli - Majestic ,Bus,Silk Board,Electronic City,12.970699,77.766772,7.54,264,111,41,81.97,30,59.1,37,Completed
691,2025-08-25, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Bommanahalli,Whitefield,12.970525,77.725887,24.6,1790,116,43,59.2,30,32.5,30,Completed
442,2025-02-17, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Banashankari,Shivajinagar,13.16384,77.792299,13.58,1765,10,19,16.59,150,49.1,9,On Time
322,2025-08-14, Bengaluru ,R102, Hebbal - Shivajinagar ,Bus,RR Nagar,Whitefield,13.133453,77.46081,6.41,660,13,51,17.24,60,67.0,37,Delayed
874,2025-08-18, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,KR Market,Yeshwanthpur,12.970786,77.699636,25.85,597,34,56,49.53,150,63.8,38,On Time
136,2025-04-20, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Whitefield,Yeshwanthpur,13.024751,77.477793,3.93,831,15,39,35.08,100,43.3,80,On Time
804,2025-07-02, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Dasarahalli,KR Market,13.028857,77.543276,13.45,1607,110,54,59.26,150,96.9,60,Delayed
847,2025-10-12,,R109, CV Raman Nagar - Shivajinagar ,,Hebbal,Majestic,12.896623,77.480651,16.1,188,103,12,14.86,100,48.4,77,Completed
22,2025-03-20, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Yelahanka,Silk Board,13.069984,77.4928,21.61,86,41,41,24.26,100,92.8,0,Completed
692,2025-08-14, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Yeshwanthpur,CV Raman Nagar,13.10732,77.466352,7.01,1496,10,29,45.19,150,65.3,12,On Time
337,2025-04-22, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,CV Raman Nagar,Shivajinagar,13.03275,77.544844,26.63,1582,91,55,24.11,100,40.6,6,Delayed
541,2025-12-02, Bengaluru ,R101, Yelahanka - Majestic ,Metro,Bommanahalli,Majestic,13.05343,77.563865,27.46,953,147,37,37.35,150,30.9,13,Completed
112,2025-12-01, Bengaluru ,R105, RR Nagar - Banashankari ,Metro,Dasarahalli,Mahadevapura,13.121723,77.474037,18.41,747,112,60,66.92,30,86.6,2,Cancelled
931,2025-06-13, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Metro,Yelahanka,Yeshwanthpur,12.876662,77.777609,17.84,1565,83,9,62.48,40,94.1,12,On Time
463,2025-05-26, Bengaluru ,R106,Whitefield - Silk Board,Metro,Mahadevapura,Yelahanka,12.943108,77.690329,26.65,84,74,25,32.07,100,38.2,2,Cancelled
811,2025-11-19, Bengaluru ,R101, Yelahanka - Majestic ,Bus,Shivajinagar,Bommanahalli,12.912732,77.795234,27.61,1286,41,42,77.07,30,46.1,7,Delayed
132,2025-12-03, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Hebbal,Yelahanka,12.911224,77.549632,10.26,991,76,58,41.49,60,50.0,75,Completed
861,2025-02-02, Bengaluru ,R104, Bommanahalli - Majestic ,Metro,CV Raman Nagar,Yelahanka,13.013418,77.59294,20.09,607,78,33,63.2,60,50.1,38,Completed
443,2025-12-13, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Metro,KR Market,Yelahanka,13.057748,77.663801,13.88,817,40,37,19.34,150,36.6,37,Cancelled
569,2025-11-05, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Shivajinagar,Hebbal,12.954399,77.67236,13.74,960,30,11,62.34,60,31.1,45,Cancelled
553,2025-04-22, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Banashankari,Electronic City,13.068288,77.573833,24.58,857,67,9,47.99,40,25.2,19,On Time
380,2025-10-25, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,Shivajinagar,CV Raman Nagar,13.15317,77.472606,17.06,1590,43,15,78.84,100,74.3,31,On Time
121,2025-03-01, Bengaluru ,R108, Dasarahalli - Majestic ,,Whitefield,Dasarahalli,13.030413,77.778306,6.83,828,105,41,32.16,100,65.2,44,Delayed
412,2025-10-23, Bengaluru ,R108, Dasarahalli - Majestic ,Bus,Bommanahalli,Yelahanka,13.110031,77.784392,7.38,155,101,22,76.13,30,91.4,23,Completed
993,2025-09-07, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Metro,Shivajinagar,Yeshwanthpur,12.870667,77.478993,21.96,1344,38,21,41.66,50,50.6,35,Delayed
459,2025-04-07, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Yelahanka,Bommanahalli,13.048842,77.452563,26.33,1467,70,52,34.98,150,72.9,26,Cancelled
668,2025-04-12, Bengaluru ,R101, Yelahanka - Majestic ,Metro,KR Market,Silk Board,12.971494,77.535156,25.9,526,105,26,10.49,150,68.5,5,Delayed
259,2025-12-23, Bengaluru ,R103, Mahadevapura - KR Market ,Bus,KR Market,Banashankari,12.867101,77.773632,14.9,1426,55,42,61.68,60,60.6,3,Cancelled
743,2025-07-17, Bengaluru ,R104, Bommanahalli - Majestic ,Metro,Whitefield,Mahadevapura,13.074195,77.57744,14.68,509,87,34,12.58,40,118.4,27,Completed
272,2025-02-17, Bengaluru ,R106, Whitefield - Silk Board ,Metro,Bommanahalli,Hebbal,13.140556,77.695898,20.42,514,119,58,34.72,30,61.7,18,Cancelled
300,2025-06-11,,R101, Yelahanka - Majestic ,Metro,KR Market,Hebbal,12.863883,77.587483,14.89,1381,16,37,25.47,40,41.5,5,On Time
232,2025-02-14, Bengaluru ,R102, Hebbal - Shivajinagar ,Metro,RR Nagar,KR Market,13.189022,77.60978,7.78,1355,110,59,32.86,60,82.6,39,Cancelled
359,2025-02-04, Bengaluru ,R105,RR Nagar - Banashankari,Bus,RR Nagar,Mahadevapura,13.131242,77.620915,16.75,787,63,36,61.06,50,47.6,31,Delayed
910,2025-10-17, Bengaluru ,R104,Bommanahalli - Majestic,Metro,Electronic City,Yelahanka,13.014117,77.52527,21.49,726,106,5,10.09,30,80.9,30,On Time
530,2025-06-03, Bengaluru ,R106, Whitefield - Silk Board ,,CV Raman Nagar,Yelahanka,13.055263,77.589002,20.52,458,8,57,43.47,40,73.0,49,Cancelled
606,2025-11-26, Bengaluru ,R107, Electronic City - Majestic ,Metro,Banashankari,Yelahanka,13.179101,77.612841,24.0,507,114,49,35.49,40,26.9,13,Delayed
505,2025-09-18, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Bus,Banashankari,KR Market,13.111468,77.735685,19.24,375,87,43,80.0,100,26.6,9,
338,2025-01-31, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Metro,Mahadevapura,Dasarahalli,13.177296,77.717891,11.82,376,117,6,128.94,60,63.7,27,On Time
250,2025-03-24, Bengaluru ,R107, Electronic City - Majestic ,Metro,CV Raman Nagar,Whitefield,13.03413,77.719557,10.95,914,21,9,26.64,60,106.1,41,Completed
30,2025-01-26, Bengaluru ,R103, Mahadevapura - KR Market ,Metro,Electronic City,Whitefield,13.020282,77.768226,17.37,1697,-3,38,54.48,150,88.6,28,Cancelled
325,2025-10-27, Bengaluru ,R106, Whitefield - Silk Board ,Bus,Yeshwanthpur,Silk Board,13.042636,77.487466,15.24,511,24,42,48.97,30,75.8,4,Cancelled
991,2025-03-09, Bengaluru ,R101, Yelahanka - Majestic ,Metro,Hebbal,Whitefield,12.93178,77.797008,22.44,1780,73,58,77.18,150,32.1,-3,Delayed
819,2025-08-18, Bengaluru ,R101, Yelahanka - Majestic ,Bus,Banashankari,Shivajinagar,13.002861,77.774448,14.32,160,76,7,11.82,60,40.3,30,On Time
942,2025-09-15, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Metro,Yelahanka,Yeshwanthpur,13.175685,77.51103,11.06,1157,48,34,25.55,50,67.9,41,Delayed
438,2025-05-01, Bengaluru ,R109, CV Raman Nagar - Shivajinagar ,Metro,CV Raman Nagar,Banashankari,13.115185,77.6819,11.39,1773,50,47,19.01,150,32.6,31,Cancelled
41,2025-03-24, Bengaluru ,R110, Hebbal - Yeshwanthpur ,Bus,Yelahanka,Yeshwanthpur,12.940696,77.692922,24.23,1021,42,45,33.81,100,40.9,30,Cancelled
17,2025-12-10, Bengaluru ,R107, Electronic City - Majestic ,Bus,Whitefield,Majestic,13.16909,77.784117,29.56,1569,78,37,21.28,150,71.8,12,Completed
385,2025-03-01, Bengaluru ,R102, Hebbal - Shivajinagar ,Metro,Majestic,Silk Board,13.187826,77.465338,11.18,1151,110,51,31.66,30,121.9,44,Completed
