Trip_ID,Date,Time,Hour,Station_ID,Station,Station_Latitude,Station_Longitude,Trip_Count,Available_Bikes,Total_Bikes,Station_Utilisation_Percentage,Trip_Duration_min,Peak_Demand,Vehicle_Type
291,2025-05-07,05:10:00,5,ST015,JP Nagar Bike Station,12.908262,77.586003,40,26.0,50,80.0,25.1,Normal,Scooter
686,2025-12-26,09:21:00,9,ST001,MG Road Bike Station,12.976312,77.606749,55,33.0,80,68.75,8.7,Peak,Scooter
373,2025-12-04,05:54:00,5,ST007,Hebbal Bike Station,13.034667,77.597123,65,28.0,61,100.0,21.7,Normal,EV Bike
120,2025-09-26,03:54:00,3,ST003,Indiranagar Bike Station,12.977467,77.642137,53,55.0,102,51.96,35.7,Normal,EV Bike
399,2025-12-23,08:58:00,8,ST009,HSR Layout Bike Station,12.910513,77.639118,100,7.0,45,100.0,5.5,Peak,Scooter
418,2025-09-27,22:19:00,22,ST011,BTM Layout Bike Station,12.917736,77.608912,45,55.0,102,44.12,9.5,Normal,Scooter
205,2025-08-06,20:47:00,20,ST015,JP Nagar Bike Station,12.90639,77.586051,61,13.0,48,100.0,33.2,Peak,Scooter
328,2025-05-13,11:14:00,11,ST009,HSR Layout Bike Station,12.910584,77.638333,68,54.0,69,98.55,37.7,Normal,Scooter
713,2025-03-21,08:17:00,8,ST013,Malleshwaram Bike Station,13.004865,77.570147,68,13.0,61,100.0,15.2,Peak,Scooter
754,2025-02-03,23:34:00,23,ST011,BTM Layout Bike Station,12.915181,77.609623,44,80.0,121,36.36,34.7,Normal,Scooter
156,2025-11-11,03:23:00,3,ST010,Jayanagar Bike Station,12.924385,77.592577,38,29.0,55,69.09,32.2,Normal,EV Bike
968,2025-11-08,04:19:00,4,ST014,Banashankari Bike Station,12.924687,77.547534,51,21.0,57,89.47,12.8,Normal,EV Bike
311,2025-06-28,15:01:00,15,ST001,MG Road Bike Station,12.975217,77.606685,65,51.0,61,100.0,21.1,Normal,EV Bike
984,2025-05-09,01:39:00,1,ST002,Koramangala Bike Station,12.936117,77.624067,49,49.0,97,50.52,44.3,Normal,Scooter
101,2025-07-01,16:18:00,16,ST009,HSR Layout Bike Station,12.910581,77.637787,56,29.0,78,71.79,19.6,Normal,EV Bike
718,2025-09-18,18:57:00,18,ST008,Marathahalli Bike Station,12.960516,77.698119,45,66.0,83,54.22,7.1,Peak,Scooter
555,2025-05-19,00:42:00,0,ST003,Indiranagar Bike Station,12.97755,77.641417,63,5.0,50,100.0,42.9,Normal,Scooter
632,2025-10-28,20:33:00,20,ST004,Whitefield Bike Station,12.969623,77.751165,43,54.0,95,45.26,41.1,Peak,Scooter
124,2025-09-19,04:02:00,4,ST009,HSR Layout Bike Station,12.912964,77.639807,70,47.0,66,100.0,13.8,Normal,Scooter
192,2025-09-08,18:00:00,18,ST011,BTM Layout Bike Station,12.917333,77.61096,54,68.0,81,66.67,37.5,Peak,EV Bike
803,2025-05-17,20:18:00,20,ST006,Yelahanka Bike Station,13.10051,77.597556,95,60.0,81,100.0,16.2,Peak,EV Bike
427,2025-03-30,13:32:00,13,ST005,Electronic City Bike Station,12.844355,77.661076,42,13.0,36,100.0,32.6,Normal,Scooter
980,2025-11-04,00:35:00,0,ST005,Electronic City Bike Station,12.846558,77.661289,51,40.0,77,66.23,16.3,Normal,Scooter
874,2025-09-04,15:01:00,15,ST013,Malleshwaram Bike Station,13.004162,77.5707,54,37.0,54,100.0,35.2,Normal,Scooter
676,2025-03-04,22:41:00,22,ST002,Koramangala Bike Station,12.934592,77.625754,19,57.0,68,27.94,17.8,Normal,EV Bike
309,2025-07-20,04:31:00,4,ST007,Hebbal Bike Station,13.034424,77.595863,17,66.0,81,20.99,14.2,Normal,EV Bike
897,2025-11-24,12:19:00,12,ST009,HSR Layout Bike Station,12.910531,77.637675,64,51.0,64,100.0,37.1,Normal,Scooter
136,2025-08-09,21:06:00,21,ST001,MG Road Bike Station,12.974771,77.606524,59,44.0,63,93.65,39.8,Normal,EV Bike
840,2025-12-03,20:45:00,20,ST006,Yelahanka Bike Station,13.100748,77.595018,93,5.0,19,100.0,26.1,Peak,EV Bike
822,2025-10-03,22:42:00,22,ST006,Yelahanka Bike Station,13.100045,77.597623,58,68.0,117,49.57,23.5,Normal,Scooter
139,2025-07-26,00:52:00,0,ST013,Malleshwaram Bike Station,13.00239,77.569929,44,40.0,80,55.0,39.2,Normal,EV Bike
123,2025-08-28,05:32:00,5,ST014,Banashankari Bike Station,12.926121,77.546808,62,57.0,88,135.0,26.7,Normal,Scooter
487,2025-05-01,13:26:00,13,ST012,Rajajinagar Bike Station,12.99771,77.552908,14,74.0,101,13.86,9.6,Normal,EV Bike
129,2025-04-12,21:46:00,21,ST002,Koramangala Bike Station,12.933897,77.623118,56,68.0,113,49.56,22.8,Normal,Scooter
6,2025-03-20,01:10:00,1,ST010,Jayanagar Bike Station,12.923697,77.592752,37,28.0,55,67.27,32.4,Normal,Scooter
134,2025-07-28,12:37:00,12,ST002,Koramangala Bike Station,12.934176,77.624546,30,75.0,94,31.91,25.7,Normal,Scooter
706,2025-12-23,00:45:00,0,ST004,Whitefield Bike Station,12.970377,77.748881,27,59.0,87,31.03,7.8,Normal,Scooter
719,2025-04-28,15:50:00,15,ST005,Electronic City Bike Station,12.844452,77.660649,34,39.0,73,46.58,28.6,Normal,Scooter
279,2025-08-24,19:23:00,19,ST014,Banashankari Bike Station,12.925013,77.546525,54,25.0,61,88.52,24.1,Peak,Scooter
464,2025-02-04,08:26:00,8,ST002,Koramangala Bike Station,12.935774,77.624235,19,53.0,64,29.69,17.7,Peak,EV Bike
4,2025-11-16,23:12:00,23,ST011,BTM Layout Bike Station,12.917447,77.609287,31,39.0,74,41.89,8.1,Normal,Scooter
47,2025-01-06,10:20:00,10,ST015,JP Nagar Bike Station,12.908087,77.584717,37,21.0,63,58.73,41.9,Peak,Scooter
789,2025-10-29,15:35:00,15,ST005,Electronic City Bike Station,12.845846,77.659932,40,27.0,58,68.97,33.7,Normal,EV Bike
591,2025-06-20,16:59:00,16,ST009,HSR Layout Bike Station,12.911981,77.638336,28,9.0,22,100.0,16.6,Normal,EV Bike
214,2025-11-22,14:15:00,14,ST012,Rajajinagar Bike Station,12.998424,77.554934,19,53.0,70,27.14,22.2,Normal,Scooter
975,2025-11-22,02:52:00,2,ST012,Rajajinagar Bike Station,12.999997,77.553564,37,66.0,98,37.76,33.1,Normal,Scooter
500,2025-06-15,14:17:00,14,ST006,Yelahanka Bike Station,13.1007,77.596428,61,67.0,98,62.24,16.3,Normal,Scooter
996,2025-08-31,21:58:00,21,ST011,BTM Layout Bike Station,12.916728,77.611594,15,17.0,52,28.85,26.6,Normal,Scooter
511,2025-01-02,21:12:00,21,ST012,Rajajinagar Bike Station,12.998539,77.553446,19,7.0,39,48.72,24.2,Normal,Scooter
146,2025-06-16,07:59:00,7,ST010,Jayanagar Bike Station,12.924325,77.592783,68,37.0,73,93.15,5.0,Normal,Scooter
640,2025-01-25,04:29:00,4,ST010,Jayanagar Bike Station,12.926265,77.592647,41,14.0,42,97.62,44.2,Normal,Scooter
172,2025-08-09,23:49:00,23,ST003,Indiranagar Bike Station,12.977504,77.639353,45,24.0,38,100.0,37.6,Normal,EV Bike
758,2025-08-11,10:02:00,10,ST007,Hebbal Bike Station,13.036485,77.595827,88,30.0,59,100.0,38.5,Peak,EV Bike
337,2025-11-15,23:49:00,23,ST007,Hebbal Bike Station,13.036541,77.598247,53,65.0,81,65.43,5.8,Normal,EV Bike
459,2025-10-08,12:21:00,12,ST012,Rajajinagar Bike Station,12.999871,77.554135,34,48.0,75,45.33,39.3,Normal,EV Bike
95,2025-11-23,07:59:00,7,ST007,Hebbal Bike Station,13.034965,77.596991,21,13.0,49,42.86,29.4,Normal,EV Bike
528,2025-08-01,17:43:00,17,ST005,Electronic City Bike Station,12.845796,77.661014,124,75.0,96,100.0,36.4,Peak,EV Bike
225,2025-01-14,17:46:00,17,ST011,BTM Layout Bike Station,12.916448,77.611199,84,62.0,98,85.71,21.7,Peak,Scooter
126,2025-07-10,22:38:00,22,ST010,Jayanagar Bike Station,12.923614,77.594904,25,56.0,96,26.04,40.4,Normal,Scooter
698,2025-09-27,04:04:00,4,ST002,Koramangala Bike Station,12.935321,77.624219,36,61.0,111,32.43,41.4,Normal,EV Bike
763,2025-08-02,12:14:00,12,ST005,Electronic City Bike Station,12.84465,77.66,24,74.0,87,27.59,19.9,Normal,EV Bike
578,2025-01-07,06:41:00,6,ST014,Banashankari Bike Station,12.924748,77.545945,15,53.0,86,17.44,44.1,Normal,EV Bike
165,2025-06-21,18:27:00,18,ST012,Rajajinagar Bike Station,12.998109,77.554532,118,9.0,55,100.0,32.9,Peak,Scooter
251,2025-07-17,17:41:00,17,ST009,HSR Layout Bike Station,12.912689,77.640166,50,30.0,43,100.0,32.9,Peak,Scooter
891,2025-11-24,17:08:00,17,ST013,Malleshwaram Bike Station,13.002289,77.57188,122,62.0,105,100.0,5.6,Peak,EV Bike
364,2025-04-17,22:57:00,22,ST011,BTM Layout Bike Station,12.91552,77.609592,70,58.0,69,100.0,23.6,Normal,Scooter
321,2025-04-05,02:19:00,2,ST005,Electronic City Bike Station,12.844292,77.660087,54,70.0,111,48.65,6.7,Normal,Scooter
118,2025-06-13,13:20:00,13,ST002,Koramangala Bike Station,12.935377,77.623891,44,55.0,83,53.01,23.6,Normal,Scooter
163,2025-01-08,13:48:00,13,ST007,Hebbal Bike Station,13.035461,77.596036,59,48.0,73,80.82,10.7,Normal,Scooter
816,2025-07-02,06:20:00,6,ST014,Banashankari Bike Station,12.926464,77.547126,61,27.0,74,82.43,28.4,Normal,Scooter
798,2025-04-09,21:28:00,21,ST009,HSR Layout Bike Station,12.910397,77.639399,61,69.0,80,76.25,31.0,Normal,Scooter
849,2025-02-23,03:53:00,3,ST007,Hebbal Bike Station,13.034534,77.598464,24,79.0,108,22.22,27.9,Normal,EV Bike
726,2025-07-29,00:08:00,0,ST010,Jayanagar Bike Station,12.926417,77.593022,17,73.0,103,16.5,36.9,Normal,EV Bike
389,2025-07-10,13:41:00,13,ST001,MG Road Bike Station,12.97418,77.605894,20,75.0,106,18.87,39.9,Normal,Scooter
545,2025-07-16,17:41:00,17,ST008,Marathahalli Bike Station,12.959738,77.697851,75,56.0,88,85.23,24.0,Peak,EV Bike
135,2025-11-01,09:41:00,9,ST009,HSR Layout Bike Station,12.911725,77.640006,55,65.0,97,56.7,9.7,Peak,Scooter
925,2025-03-07,11:02:00,11,ST007,Hebbal Bike Station,13.035489,77.597911,36,58.0,94,38.3,7.2,Normal,EV Bike
125,2025-09-29,14:42:00,14,ST008,Marathahalli Bike Station,12.959955,77.697399,43,49.0,81,53.09,38.7,Normal,EV Bike
554,2025-10-27,22:40:00,22,ST001,MG Road Bike Station,12.975304,77.60519,23,43.0,55,41.82,19.3,Normal,EV Bike
962,2025-08-02,08:43:00,8,ST002,Koramangala Bike Station,12.935435,77.624769,59,38.0,87,67.82,26.9,Peak,Scooter
472,2025-03-18,19:41:00,19,ST009,HSR Layout Bike Station,12.912349,77.640241,73,24.0,36,100.0,30.0,Peak,Scooter
976,2025-05-29,18:27:00,18,ST004,Whitefield Bike Station,12.970622,77.749779,120,42.0,82,100.0,12.1,Peak,Scooter
339,2025-06-25,01:58:00,1,ST012,Rajajinagar Bike Station,12.998417,77.55333,20,25.0,42,47.62,14.1,Normal,Scooter
665,2025-09-23,15:22:00,15,ST010,Jayanagar Bike Station,12.924307,77.592962,39,12.0,45,86.67,14.6,Normal,Scooter
334,2025-12-25,23:37:00,23,ST007,Hebbal Bike Station,13.036887,77.596026,56,42.0,60,93.33,39.9,Normal,Scooter
257,2025-09-19,12:18:00,12,ST011,BTM Layout Bike Station,12.915942,77.610922,22,35.0,65,33.85,19.3,Normal,EV Bike
401,2025-01-10,06:59:00,6,ST006,Yelahanka Bike Station,13.09968,77.59487,32,65.0,87,36.78,39.4,Normal,EV Bike
211,2025-07-25,14:15:00,14,ST012,Rajajinagar Bike Station,12.999507,77.555338,55,25.0,49,100.0,14.2,Normal,EV Bike
462,2025-08-27,16:22:00,16,ST012,Rajajinagar Bike Station,12.997933,77.554912,50,26.0,52,96.15,10.8,Normal,Scooter
306,2025-06-08,04:42:00,4,ST014,Banashankari Bike Station,12.926804,77.547828,33,67.0,113,29.2,24.8,Normal,EV Bike
669,2025-11-16,09:48:00,9,ST009,HSR Layout Bike Station,12.910477,77.640243,66,21.0,66,100.0,32.4,Peak,EV Bike
586,2025-10-11,05:58:00,5,ST002,Koramangala Bike Station,12.936385,77.623902,15,5.0,55,27.27,44.1,Normal,Scooter
544,2025-12-09,11:46:00,11,ST012,Rajajinagar Bike Station,12.997049,77.553973,29,47.0,89,32.58,12.4,Normal,Scooter
83,2025-04-01,14:00:00,14,ST012,Rajajinagar Bike Station,12.999659,77.553699,41,19.0,44,93.18,20.1,Normal,Scooter
254,2025-08-14,19:59:00,19,ST003,Indiranagar Bike Station,12.977987,77.641599,118,5.0,18,100.0,36.9,Peak,EV Bike
587,2025-08-28,06:41:00,6,ST014,Banashankari Bike Station,12.924231,77.545838,60,48.0,88,68.18,24.6,Normal,EV Bike
812,2025-02-02,10:41:00,10,ST012,Rajajinagar Bike Station,12.99952,77.55273,55,13.0,24,100.0,6.3,Peak,EV Bike
424,2025-03-16,02:13:00,2,ST015,JP Nagar Bike Station,12.906459,77.585856,69,12.0,38,100.0,18.4,Normal,Scooter
53,2025-06-03,07:36:00,7,ST007,Hebbal Bike Station,13.03683,77.596108,27,32.0,53,50.94,43.5,Normal,Scooter
889,2025-07-13,02:42:00,2,ST010,Jayanagar Bike Station,12.926257,77.592919,46,52.0,74,62.16,32.8,Normal,Scooter
273,2025-10-22,22:10:00,22,ST015,JP Nagar Bike Station,12.908941,77.583945,34,71.0,99,34.34,33.8,Normal,EV Bike
407,2025-05-25,05:56:00,5,ST006,Yelahanka Bike Station,13.101619,77.596496,45,77.0,122,36.89,13.4,Normal,Scooter
315,2025-02-12,11:08:00,11,ST010,Jayanagar Bike Station,12.923508,77.594345,13,13.0,25,52.0,17.2,Normal,EV Bike
805,2025-10-29,15:18:00,15,ST011,BTM Layout Bike Station,12.91541,77.611382,17,58.0,102,16.67,28.8,Normal,EV Bike
29,2025-08-13,16:37:00,16,ST008,Marathahalli Bike Station,12.959973,77.698168,69,29.0,56,100.0,12.6,Normal,EV Bike
72,2025-10-12,03:45:00,3,ST011,BTM Layout Bike Station,12.917398,77.608937,41,60.0,87,47.13,24.6,Normal,EV Bike
343,2025-03-26,21:46:00,21,ST013,Malleshwaram Bike Station,13.004964,77.570287,11,17.0,36,30.56,40.3,Normal,Scooter
957,2025-09-27,12:39:00,12,ST014,Banashankari Bike Station,12.926336,77.545797,61,22.0,41,100.0,32.4,Normal,EV Bike
408,2025-12-29,03:19:00,3,ST006,Yelahanka Bike Station,13.100809,77.597261,44,73.0,118,37.29,17.3,Normal,Scooter
814,2025-01-12,15:40:00,15,ST015,JP Nagar Bike Station,12.90738,77.584804,24,44.0,79,30.38,18.6,Normal,EV Bike
270,2025-03-01,17:15:00,17,ST008,Marathahalli Bike Station,12.958688,77.697822,70,34.0,84,83.33,40.3,Peak,EV Bike
431,2025-04-20,04:04:00,4,ST003,Indiranagar Bike Station,12.977331,77.640899,52,79.0,129,40.31,37.2,Normal,EV Bike
286,2025-09-13,10:54:00,10,ST012,Rajajinagar Bike Station,12.998527,77.554262,41,48.0,97,42.27,17.2,Peak,Scooter
262,2025-11-16,07:13:00,7,ST008,Marathahalli Bike Station,12.958707,77.698629,12,48.0,90,13.33,15.4,Normal,Scooter
415,2025-06-29,14:03:00,14,ST009,HSR Layout Bike Station,12.911302,77.639647,53,5.0,29,100.0,12.8,Normal,EV Bike
137,2025-01-20,15:31:00,15,ST006,Yelahanka Bike Station,13.101942,77.597791,34,65.0,85,40.0,9.6,Normal,Scooter
931,2025-03-19,21:32:00,21,ST010,Jayanagar Bike Station,12.925264,77.592595,29,5.0,16,100.0,30.4,Normal,EV Bike
561,2025-04-07,11:39:00,11,ST013,Malleshwaram Bike Station,13.004205,77.571623,57,49.0,67,85.07,9.9,Normal,EV Bike
57,2025-06-07,18:23:00,18,ST002,Koramangala Bike Station,12.933754,77.623663,48,24.0,56,85.71,33.1,Peak,EV Bike
515,2025-03-06,10:19:00,10,ST007,Hebbal Bike Station,13.034933,77.595628,61,36.0,46,100.0,27.6,Peak,Scooter
335,2025-09-16,13:08:00,13,ST013,Malleshwaram Bike Station,13.002629,77.571343,37,52.0,85,43.53,37.9,Normal,EV Bike
720,2025-01-04,17:28:00,17,ST011,BTM Layout Bike Station,12.916334,77.60924,126,36.0,55,100.0,43.2,Peak,EV Bike
437,2025-02-07,08:10:00,8,ST005,Electronic City Bike Station,12.844827,77.659252,63,19.0,34,100.0,33.0,Peak,EV Bike
904,2025-09-17,13:00:00,13,ST004,Whitefield Bike Station,12.971236,77.74894,15,47.0,86,17.44,21.2,Normal,EV Bike
590,2025-02-12,08:15:00,8,ST014,Banashankari Bike Station,12.924096,77.546346,88,77.0,90,97.78,25.9,Peak,EV Bike
2,2025-12-21,07:14:00,7,ST008,Marathahalli Bike Station,12.958466,77.696383,31,61.0,75,41.33,22.8,Normal,Scooter
43,2025-11-21,05:26:00,5,ST015,JP Nagar Bike Station,12.908214,77.584095,56,57.0,82,68.29,10.9,Normal,Scooter
197,2025-12-13,10:29:00,10,ST005,Electronic City Bike Station,12.844547,77.661132,68,42.0,53,100.0,43.9,Peak,EV Bike
741,2025-10-22,01:12:00,1,ST010,Jayanagar Bike Station,12.924328,77.594611,40,37.0,84,47.62,33.4,Normal,EV Bike
352,2025-08-26,20:05:00,20,ST014,Banashankari Bike Station,12.926476,77.547899,97,45.0,67,100.0,30.7,Peak,EV Bike
797,2025-01-04,20:14:00,20,ST013,Malleshwaram Bike Station,13.003191,77.571559,73,53.0,98,74.49,24.8,Peak,Scooter
570,2025-03-13,15:39:00,15,ST006,Yelahanka Bike Station,13.10015,77.595045,12,37.0,83,14.46,12.8,Normal,EV Bike
168,2025-01-09,08:26:00,8,ST008,Marathahalli Bike Station,12.958746,77.697194,91,38.0,54,100.0,44.4,Peak,Scooter
771,2025-05-30,09:21:00,9,ST008,Marathahalli Bike Station,12.9597,77.697799,37,25.0,67,55.22,36.2,Peak,Scooter
873,2025-03-19,16:12:00,16,ST007,Hebbal Bike Station,13.035389,77.595827,35,20.0,59,59.32,44.6,Normal,EV Bike
900,2025-07-15,00:28:00,0,ST014,Banashankari Bike Station,12.924917,77.546655,14,36.0,54,25.93,27.1,Normal,EV Bike
184,2025-03-05,13:02:00,13,ST013,Malleshwaram Bike Station,13.004724,77.571444,48,53.0,78,61.54,18.6,Normal,EV Bike
914,2025-10-18,01:55:00,1,ST008,Marathahalli Bike Station,12.960393,77.69599,17,71.0,89,19.1,11.6,Normal,Scooter
919,2025-05-14,21:11:00,21,ST001,MG Road Bike Station,12.974354,77.605961,55,48.0,63,87.3,25.1,Normal,EV Bike
870,2025-12-07,11:27:00,11,ST003,Indiranagar Bike Station,12.977479,77.639978,28,74.0,111,25.23,33.1,Normal,EV Bike
762,2025-10-19,16:28:00,16,ST010,Jayanagar Bike Station,12.92363,77.595046,24,61.0,95,25.26,34.4,Normal,Scooter
568,2025-09-05,19:11:00,19,ST011,BTM Layout Bike Station,12.91701,77.609705,111,43.0,67,100.0,23.6,Peak,EV Bike
844,2025-10-22,23:16:00,23,ST011,BTM Layout Bike Station,12.915926,77.608745,14,61.0,82,17.07,42.4,Normal,Scooter
867,2025-05-18,13:16:00,13,ST015,JP Nagar Bike Station,12.908489,77.584114,64,70.0,93,68.82,19.8,Normal,EV Bike
37,2025-10-05,02:05:00,2,ST002,Koramangala Bike Station,12.936143,77.625491,66,63.0,90,73.33,11.6,Normal,EV Bike
795,2025-03-09,05:48:00,5,ST013,Malleshwaram Bike Station,13.004154,77.572029,34,36.0,68,50.0,22.5,Normal,Scooter
588,2025-11-26,05:49:00,5,ST006,Yelahanka Bike Station,13.100065,77.597548,15,66.0,115,13.04,39.8,Normal,EV Bike
823,2025-09-24,12:13:00,12,ST011,BTM Layout Bike Station,12.916159,77.609223,51,59.0,83,61.45,8.6,Normal,EV Bike
41,2025-09-13,10:24:00,10,ST008,Marathahalli Bike Station,12.958176,77.697174,37,22.0,43,86.05,36.7,Peak,EV Bike
162,2025-12-03,17:37:00,17,ST003,Indiranagar Bike Station,12.977691,77.640664,100,72.0,82,100.0,34.7,Peak,EV Bike
829,2025-08-25,05:07:00,5,ST004,Whitefield Bike Station,12.970804,77.750452,12,54.0,92,13.04,15.6,Normal,Scooter
477,2025-02-13,12:10:00,12,ST012,Rajajinagar Bike Station,12.99997,77.55353,43,79.0,94,45.74,37.2,Normal,Scooter
346,2025-12-26,15:15:00,15,ST002,Koramangala Bike Station,12.936199,77.62366,52,21.0,52,100.0,33.4,Normal,Scooter
926,2025-03-15,19:00:00,19,ST004,Whitefield Bike Station,12.968844,77.751197,82,53.0,70,100.0,40.6,Peak,EV Bike
683,2025-11-07,22:38:00,22,ST012,Rajajinagar Bike Station,12.997913,77.55313,17,74.0,114,14.91,42.5,Normal,Scooter
90,2025-12-27,03:59:00,3,ST002,Koramangala Bike Station,12.934372,77.623665,10,14.0,30,33.33,36.3,Normal,EV Bike
769,2025-12-07,04:43:00,4,ST014,Banashankari Bike Station,12.926083,77.546046,22,24.0,46,47.83,34.3,Normal,Scooter
580,2025-05-21,03:26:00,3,ST015,JP Nagar Bike Station,12.908287,77.584914,37,51.0,64,57.81,6.4,Normal,EV Bike
509,2025-08-08,04:29:00,4,ST009,HSR Layout Bike Station,12.910344,77.638091,56,8.0,20,100.0,26.3,Normal,EV Bike
448,2025-11-04,21:25:00,21,ST006,Yelahanka Bike Station,13.100885,77.595858,17,51.0,66,25.76,17.4,Normal,EV Bike
410,2025-08-29,01:56:00,1,ST013,Malleshwaram Bike Station,13.00218,77.571185,36,27.0,70,51.43,29.9,Normal,EV Bike
645,2025-11-29,09:26:00,9,ST006,Yelahanka Bike Station,13.101728,77.595094,66,25.0,70,94.29,14.8,Peak,Scooter
50,2025-03-19,07:53:00,7,ST012,Rajajinagar Bike Station,12.997037,77.553995,61,51.0,72,84.72,40.6,Normal,EV Bike
753,2025-03-16,17:06:00,17,ST003,Indiranagar Bike Station,12.978153,77.639645,108,64.0,86,100.0,27.2,Peak,Scooter
243,2025-05-18,21:27:00,21,ST001,MG Road Bike Station,12.975366,77.605854,56,53.0,77,72.73,27.7,Normal,EV Bike
667,2025-12-13,05:25:00,5,ST007,Hebbal Bike Station,13.037005,77.595948,33,28.0,69,47.83,44.0,Normal,EV Bike
559,2025-03-31,18:18:00,18,ST006,Yelahanka Bike Station,13.101865,77.596879,64,5.0,36,100.0,41.7,Peak,EV Bike
317,2025-12-17,14:47:00,14,ST009,HSR Layout Bike Station,12.911265,77.640384,17,46.0,66,25.76,44.3,Normal,EV Bike
732,2025-11-21,11:19:00,11,ST015,JP Nagar Bike Station,12.907123,77.586173,68,36.0,61,100.0,38.6,Normal,EV Bike
543,2025-07-01,10:37:00,10,ST009,HSR Layout Bike Station,12.910944,77.638126,52,49.0,92,56.52,30.6,Peak,Scooter
42,2025-02-08,19:26:00,19,ST006,Yelahanka Bike Station,13.099221,77.595766,46,27.0,37,100.0,11.2,Peak,EV Bike
759,2025-08-14,03:13:00,3,ST001,MG Road Bike Station,12.975869,77.606567,38,39.0,84,45.24,28.4,Normal,EV Bike
977,2025-10-16,10:47:00,10,ST013,Malleshwaram Bike Station,13.004352,77.570869,108,75.0,103,100.0,36.8,Peak,EV Bike
27,2025-05-01,05:39:00,5,ST005,Electronic City Bike Station,12.845237,77.66119,56,54.0,99,56.57,40.1,Normal,Scooter
403,2025-03-23,12:56:00,12,ST013,Malleshwaram Bike Station,13.004548,77.569204,46,13.0,28,100.0,42.7,Normal,Scooter
199,2025-04-26,13:12:00,13,ST005,Electronic City Bike Station,12.846879,77.660346,65,63.0,97,67.01,41.2,Normal,EV Bike
78,2025-09-23,03:42:00,3,ST007,Hebbal Bike Station,13.034327,77.59634,26,27.0,66,39.39,-8.0,Normal,Scooter
548,2025-03-01,02:13:00,2,ST009,HSR Layout Bike Station,12.910987,77.639116,70,78.0,112,62.5,8.4,Normal,EV Bike
969,2025-10-02,05:30:00,5,ST007,Hebbal Bike Station,13.036208,77.597135,18,23.0,72,25.0,40.6,Normal,Scooter
690,2025-12-24,16:30:00,16,ST011,BTM Layout Bike Station,12.915288,77.609207,46,76.0,110,41.82,22.9,Normal,EV Bike
710,2025-08-09,08:45:00,8,ST015,JP Nagar Bike Station,12.907426,77.583962,90,30.0,61,100.0,8.1,Peak,EV Bike
928,2025-11-27,08:42:00,8,ST009,HSR Layout Bike Station,12.912612,77.637689,73,63.0,88,82.95,42.1,Peak,EV Bike
469,2025-08-15,21:55:00,21,ST014,Banashankari Bike Station,12.926499,77.545763,55,70.0,87,63.22,38.8,Normal,Scooter
709,2025-04-14,17:15:00,17,ST005,Electronic City Bike Station,12.846667,77.661583,55,5.0,26,100.0,36.9,Peak,EV Bike
782,2025-07-10,21:04:00,21,ST011,BTM Layout Bike Station,12.915401,77.610839,69,80.0,124,55.65,31.2,Normal,Scooter
