Trip_ID,Date,Time,Hour,Station_ID,Station,Station_Latitude,Station_Longitude,Trip_Count,Available_Bikes,Total_Bikes,Station_Utilisation_Percentage,Trip_Duration_min,Peak_Demand,Vehicle_Type
643,2025-01-17,1900-01-01 09:56:00,9.0,ST012,Rajajinagar Bike Station,12.999912,77.555567,21.0,53.0,77.0,27.27,38.6,Peak,Scooter
63,2025-01-17,1900-01-01 22:51:00,22.0,ST007,Hebbal Bike Station,13.036467,77.598294,20.0,58.0,101.0,19.8,40.3,Normal,EV Bike
231,2025-01-18,1900-01-01 06:07:00,6.0,ST009,HSR Layout Bike Station,12.912855,77.638288,57.0,78.0,125.0,45.6,35.0,Normal,Scooter
74,2025-01-19,1900-01-01 18:40:00,18.0,ST011,BTM Layout Bike Station,12.917504,77.608714,90.0,34.0,56.0,100.0,22.8,Peak,Scooter
541,2025-01-19,1900-01-01 22:43:00,22.0,ST008,Marathahalli Bike Station,12.960569,77.698886,65.0,29.0,72.0,90.28,18.6,Normal,EV Bike
137,2025-01-20,1900-01-01 15:31:00,15.0,ST006,Yelahanka Bike Station,13.101942,77.597791,34.0,65.0,85.0,40.0,9.6,Normal,Scooter
505,2025-01-20,1900-01-01 17:17:00,17.0,ST003,Indiranagar Bike Station,12.9785,77.640773,84.0,46.0,65.0,100.0,10.3,Peak,EV Bike
52,2025-01-21,1900-01-01 02:28:00,2.0,ST008,Marathahalli Bike Station,12.958682,77.696107,33.0,49.0,95.0,34.74,8.3,Normal,Scooter
537,2025-01-21,1900-01-01 02:29:00,2.0,ST001,MG Road Bike Station,12.975489,77.607592,60.0,19.0,62.0,96.77,17.2,Normal,Scooter
18,2025-01-21,1900-01-01 08:23:00,8.0,ST013,Malleshwaram Bike Station,13.00422,77.570416,23.0,79.0,110.0,20.91,31.7,Peak,Scooter
845,2025-01-21,1900-01-01 12:37:00,12.0,ST008,Marathahalli Bike Station,12.960286,77.696196,54.0,77.0,99.0,54.55,6.3,Normal,EV Bike
356,2025-01-21,1900-01-01 20:01:00,20.0,ST001,MG Road Bike Station,12.976076,77.607078,70.0,15.0,45.0,100.0,44.5,Peak,Scooter
216,2025-01-22,1900-01-01 01:01:00,1.0,ST003,Indiranagar Bike Station,12.97981,77.641828,55.0,45.0,70.0,78.57,15.8,Normal,EV Bike
362,2025-01-22,1900-01-01 18:57:00,18.0,ST004,Whitefield Bike Station,12.969585,77.751201,111.0,46.0,71.0,100.0,29.2,Peak,Scooter
862,2025-01-23,1900-01-01 16:25:00,16.0,ST006,Yelahanka Bike Station,13.10113,77.596112,56.0,67.0,115.0,48.7,10.2,Normal,Scooter
392,2025-01-23,1900-01-01 20:26:00,20.0,ST011,BTM Layout Bike Station,12.917932,77.608845,37.0,43.0,54.0,68.52,13.9,Peak,EV Bike
107,2025-01-24,1900-01-01 01:01:00,1.0,ST012,Rajajinagar Bike Station,12.999576,77.555061,56.0,16.0,34.0,100.0,35.5,Normal,EV Bike
951,2025-01-24,1900-01-01 05:56:00,5.0,ST015,JP Nagar Bike Station,12.906576,77.585537,39.0,59.0,80.0,48.75,12.9,Normal,EV Bike
804,2025-01-25,1900-01-01 03:11:00,3.0,ST006,Yelahanka Bike Station,13.099475,77.594964,62.0,73.0,105.0,59.05,15.8,Normal,Scooter
640,2025-01-25,1900-01-01 04:29:00,4.0,ST010,Jayanagar Bike Station,12.926265,77.592647,41.0,14.0,42.0,97.62,44.2,Normal,Scooter
417,2025-01-25,1900-01-01 09:04:00,9.0,ST006,Yelahanka Bike Station,13.101384,77.594936,68.0,19.0,47.0,100.0,25.1,Peak,Scooter
138,2025-01-25,1900-01-01 12:38:00,12.0,ST015,JP Nagar Bike Station,12.906766,77.585981,16.0,9.0,54.0,29.63,27.4,Normal,EV Bike
921,2025-01-26,1900-01-01 20:27:00,20.0,ST007,Hebbal Bike Station,13.036617,77.596437,75.0,72.0,99.0,75.76,12.1,Peak,EV Bike
735,2025-01-27,1900-01-01 10:42:00,10.0,ST008,Marathahalli Bike Station,12.959621,77.696763,30.0,13.0,50.0,60.0,10.8,Peak,EV Bike
378,2025-01-27,1900-01-01 15:53:00,15.0,ST006,Yelahanka Bike Station,13.102191,77.595917,50.0,67.0,99.0,50.51,24.5,Normal,EV Bike
636,2025-01-28,1900-01-01 12:35:00,12.0,ST005,Electronic City Bike Station,12.846693,77.661519,70.0,66.0,91.0,76.92,44.1,Normal,EV Bike
49,2025-01-28,1900-01-01 13:10:00,13.0,ST015,JP Nagar Bike Station,12.908687,77.585424,33.0,45.0,91.0,36.26,38.3,Normal,Scooter
11,2025-01-30,1900-01-01 06:34:00,6.0,ST008,Marathahalli Bike Station,12.95854,77.696362,27.0,46.0,61.0,44.26,23.6,Normal,Scooter
88,2025-01-30,1900-01-01 17:38:00,17.0,ST014,Banashankari Bike Station,12.925128,77.548204,59.0,73.0,119.0,49.58,21.9,Peak,Scooter
913,2025-01-30,1900-01-01 18:05:00,18.0,ST015,JP Nagar Bike Station,12.906304,77.586228,79.0,15.0,34.0,100.0,37.3,Peak,EV Bike
646,2025-01-31,1900-01-01 05:16:00,5.0,ST009,HSR Layout Bike Station,12.91151,77.640201,28.0,41.0,59.0,47.46,44.2,Normal,EV Bike
799,2025-01-31,1900-01-01 06:37:00,6.0,ST014,Banashankari Bike Station,12.925188,77.546703,24.0,72.0,122.0,19.67,32.8,Normal,EV Bike
495,2025-01-31,1900-01-01 07:04:00,7.0,ST011,BTM Layout Bike Station,12.915931,77.611054,37.0,71.0,81.0,45.68,44.7,Normal,Scooter
745,2025-01-31,1900-01-01 09:15:00,9.0,ST008,Marathahalli Bike Station,12.960417,77.697223,115.0,43.0,75.0,100.0,25.5,Peak,EV Bike
56,2025-02-01,1900-01-01 00:48:00,0.0,ST007,Hebbal Bike Station,13.035006,77.596492,29.0,52.0,74.0,39.19,11.8,Normal,Scooter
307,2025-02-01,1900-01-01 19:56:00,19.0,ST013,Malleshwaram Bike Station,13.004981,77.571135,104.0,10.0,52.0,100.0,43.3,Peak,EV Bike
484,2025-02-01,1900-01-01 20:54:00,20.0,ST015,JP Nagar Bike Station,12.907797,77.584254,90.0,45.0,55.0,100.0,37.7,Peak,Scooter
812,2025-02-02,1900-01-01 10:41:00,10.0,ST012,Rajajinagar Bike Station,12.99952,77.55273,55.0,13.0,24.0,100.0,6.3,Peak,EV Bike
790,2025-02-03,1900-01-01 08:25:00,8.0,ST006,Yelahanka Bike Station,13.101109,77.596529,34.0,40.0,59.0,57.63,19.0,Peak,EV Bike
974,2025-02-03,1900-01-01 17:09:00,17.0,ST013,Malleshwaram Bike Station,13.002154,77.570133,19.0,9.0,23.0,82.61,25.6,Peak,EV Bike
754,2025-02-03,1900-01-01 23:34:00,23.0,ST011,BTM Layout Bike Station,12.915181,77.609623,44.0,80.0,121.0,36.36,34.7,Normal,Scooter
464,2025-02-04,1900-01-01 08:26:00,8.0,ST002,Koramangala Bike Station,12.935774,77.624235,19.0,53.0,64.0,29.69,17.7,Peak,EV Bike
902,2025-02-04,1900-01-01 10:01:00,10.0,ST008,Marathahalli Bike Station,12.959341,77.697406,66.0,17.0,31.0,100.0,42.6,Peak,Scooter
631,2025-02-05,1900-01-01 00:26:00,0.0,ST009,HSR Layout Bike Station,12.910302,77.63991,40.0,76.0,87.0,45.98,21.7,Normal,EV Bike
166,2025-02-05,1900-01-01 08:04:00,8.0,ST005,Electronic City Bike Station,12.84555,77.659474,77.0,52.0,67.0,100.0,6.4,Peak,Scooter
776,2025-02-05,1900-01-01 14:09:00,14.0,ST001,MG Road Bike Station,12.975023,77.60667,26.0,23.0,41.0,63.41,40.1,Normal,Scooter
993,2025-02-05,1900-01-01 21:37:00,21.0,ST013,Malleshwaram Bike Station,13.004402,77.571928,53.0,59.0,70.0,75.71,24.3,Normal,Scooter
433,2025-02-06,1900-01-01 05:44:00,5.0,ST015,JP Nagar Bike Station,12.907021,77.585647,46.0,19.0,53.0,86.79,31.5,Normal,EV Bike
708,2025-02-06,1900-01-01 07:17:00,7.0,ST014,Banashankari Bike Station,12.926577,77.546749,60.0,25.0,44.0,100.0,23.0,Normal,EV Bike
358,2025-02-06,1900-01-01 11:54:00,11.0,ST003,Indiranagar Bike Station,12.977892,77.640079,61.0,78.0,126.0,48.41,10.9,Normal,Scooter
983,2025-02-06,1900-01-01 18:30:00,18.0,ST007,Hebbal Bike Station,13.035493,77.597738,126.0,65.0,113.0,100.0,36.3,Peak,Scooter
161,2025-02-07,1900-01-01 02:14:00,2.0,ST012,Rajajinagar Bike Station,12.999234,77.553514,49.0,18.0,35.0,100.0,34.5,Normal,Scooter
437,2025-02-07,1900-01-01 08:10:00,8.0,ST005,Electronic City Bike Station,12.844827,77.659252,63.0,19.0,34.0,100.0,33.0,Peak,EV Bike
326,2025-02-07,1900-01-01 09:14:00,9.0,ST002,Koramangala Bike Station,12.936475,77.624243,124.0,47.0,66.0,100.0,43.0,Peak,Scooter
806,2025-02-07,1900-01-01 10:52:00,10.0,ST010,Jayanagar Bike Station,12.925868,77.59266,115.0,62.0,93.0,100.0,42.5,Peak,EV Bike
151,2025-02-07,1900-01-01 21:36:00,21.0,ST014,Banashankari Bike Station,12.926753,77.54723,24.0,79.0,100.0,24.0,6.4,Normal,Scooter
176,2025-02-08,1900-01-01 00:23:00,0.0,ST011,BTM Layout Bike Station,12.916612,77.609031,23.0,27.0,51.0,45.1,19.3,Normal,EV Bike
223,2025-02-08,1900-01-01 01:47:00,1.0,ST013,Malleshwaram Bike Station,13.003154,77.571176,56.0,8.0,56.0,100.0,41.2,Normal,EV Bike
299,2025-02-08,1900-01-01 14:14:00,14.0,ST003,Indiranagar Bike Station,12.977858,77.640722,43.0,9.0,44.0,97.73,27.2,Normal,EV Bike
42,2025-02-08,1900-01-01 19:26:00,19.0,ST006,Yelahanka Bike Station,13.099221,77.595766,46.0,27.0,37.0,100.0,11.2,Peak,EV Bike
935,2025-02-09,1900-01-01 06:42:00,6.0,ST005,Electronic City Bike Station,12.846814,77.65922,68.0,31.0,76.0,89.47,26.2,Normal,EV Bike
660,2025-02-09,1900-01-01 17:29:00,17.0,ST004,Whitefield Bike Station,12.970704,77.750836,18.0,68.0,116.0,15.52,40.8,Peak,EV Bike
711,2025-02-09,1900-01-01 22:45:00,22.0,ST011,BTM Layout Bike Station,12.917979,77.610551,10.0,54.0,98.0,10.2,15.3,Normal,Scooter
108,2025-02-10,1900-01-01 04:01:00,4.0,ST004,Whitefield Bike Station,12.970124,77.748796,32.0,36.0,72.0,44.44,18.4,Normal,Scooter
650,2025-02-11,1900-01-01 09:54:00,9.0,ST014,Banashankari Bike Station,12.926894,77.547999,79.0,42.0,67.0,100.0,24.9,Peak,EV Bike
468,2025-02-11,1900-01-01 11:44:00,11.0,ST005,Electronic City Bike Station,12.845838,77.659052,10.0,49.0,85.0,11.76,42.5,Normal,EV Bike
679,2025-02-11,1900-01-01 16:34:00,16.0,ST005,Electronic City Bike Station,12.847042,77.660998,21.0,48.0,73.0,28.77,33.6,Normal,EV Bike
48,2025-02-11,1900-01-01 23:26:00,23.0,ST010,Jayanagar Bike Station,12.926083,77.594768,21.0,31.0,76.0,27.63,36.3,Normal,EV Bike
590,2025-02-12,1900-01-01 08:15:00,8.0,ST014,Banashankari Bike Station,12.924096,77.546346,88.0,77.0,90.0,97.78,25.9,Peak,EV Bike
847,2025-02-12,1900-01-01 08:30:00,8.0,ST013,Malleshwaram Bike Station,13.004302,77.571903,45.0,25.0,45.0,100.0,36.9,Peak,EV Bike
315,2025-02-12,1900-01-01 11:08:00,11.0,ST010,Jayanagar Bike Station,12.923508,77.594345,13.0,13.0,25.0,52.0,17.2,Normal,EV Bike
510,2025-02-13,1900-01-01 05:31:00,5.0,ST010,Jayanagar Bike Station,12.923676,77.592619,53.0,22.0,49.0,100.0,17.2,Normal,Scooter
477,2025-02-13,1900-01-01 12:10:00,12.0,ST012,Rajajinagar Bike Station,12.99997,77.55353,43.0,79.0,94.0,45.74,37.2,Normal,Scooter
331,2025-02-13,1900-01-01 17:23:00,17.0,ST002,Koramangala Bike Station,12.936112,77.624904,84.0,15.0,37.0,100.0,33.0,Peak,EV Bike
119,2025-02-14,1900-01-01 18:06:00,18.0,ST002,Koramangala Bike Station,12.934791,77.623747,25.0,7.0,20.0,100.0,35.8,Peak,EV Bike
557,2025-02-15,1900-01-01 00:43:00,0.0,ST004,Whitefield Bike Station,12.97005,77.750155,23.0,50.0,69.0,33.33,39.5,Normal,Scooter
613,2025-02-15,1900-01-01 22:41:00,22.0,ST006,Yelahanka Bike Station,13.100024,77.596093,69.0,36.0,70.0,98.57,34.2,Normal,EV Bike
808,2025-02-17,1900-01-01 03:46:00,3.0,ST014,Banashankari Bike Station,12.92563,77.546476,24.0,66.0,107.0,22.43,14.1,Normal,EV Bike
332,2025-02-17,1900-01-01 05:16:00,5.0,ST001,MG Road Bike Station,12.976437,77.605168,35.0,63.0,83.0,42.17,33.2,Normal,EV Bike
350,2025-02-17,1900-01-01 06:21:00,6.0,ST010,Jayanagar Bike Station,12.925806,77.593213,69.0,47.0,88.0,78.41,7.6,Normal,Scooter
451,2025-02-17,1900-01-01 07:58:00,7.0,ST008,Marathahalli Bike Station,12.958463,77.696746,52.0,60.0,92.0,56.52,16.0,Normal,EV Bike
190,2025-02-17,1900-01-01 19:15:00,19.0,ST014,Banashankari Bike Station,12.926777,77.547411,124.0,31.0,72.0,100.0,32.1,Peak,Scooter
84,2025-02-18,1900-01-01 00:53:00,0.0,ST013,Malleshwaram Bike Station,13.002954,77.571707,27.0,60.0,100.0,27.0,32.9,Normal,Scooter
792,2025-02-18,1900-01-01 05:34:00,5.0,ST005,Electronic City Bike Station,12.845082,77.660864,26.0,30.0,61.0,42.62,23.5,Normal,Scooter
612,2025-02-18,1900-01-01 06:00:00,6.0,ST006,Yelahanka Bike Station,13.100623,77.595884,32.0,76.0,118.0,27.12,22.3,Normal,EV Bike
837,2025-02-18,1900-01-01 17:30:00,17.0,ST008,Marathahalli Bike Station,12.959061,77.697171,34.0,67.0,94.0,36.17,41.7,Peak,Scooter
105,2025-02-20,1900-01-01 03:13:00,3.0,ST012,Rajajinagar Bike Station,12.999093,77.554822,46.0,27.0,65.0,70.77,19.4,Normal,EV Bike
297,2025-02-21,1900-01-01 10:23:00,10.0,ST014,Banashankari Bike Station,12.925176,77.546086,93.0,45.0,74.0,100.0,28.4,Peak,EV Bike
702,2025-02-22,1900-01-01 22:05:00,22.0,ST002,Koramangala Bike Station,12.935654,77.623064,56.0,13.0,55.0,100.0,13.3,Normal,EV Bike
981,2025-02-23,1900-01-01 03:22:00,3.0,ST005,Electronic City Bike Station,12.846163,77.659346,20.0,10.0,30.0,66.67,34.8,Normal,Scooter
849,2025-02-23,1900-01-01 03:53:00,3.0,ST007,Hebbal Bike Station,13.034534,77.598464,24.0,79.0,108.0,22.22,27.9,Normal,EV Bike
907,2025-02-23,1900-01-01 04:24:00,4.0,ST003,Indiranagar Bike Station,12.978909,77.640138,63.0,42.0,71.0,88.73,14.2,Normal,Scooter
269,2025-02-23,1900-01-01 05:19:00,5.0,ST012,Rajajinagar Bike Station,12.999474,77.553112,43.0,15.0,53.0,81.13,15.9,Normal,Scooter
33,2025-02-23,1900-01-01 06:21:00,6.0,ST007,Hebbal Bike Station,13.035407,77.597964,36.0,61.0,88.0,40.91,13.6,Normal,Scooter
970,2025-02-23,1900-01-01 06:28:00,6.0,ST007,Hebbal Bike Station,13.035459,77.597167,61.0,31.0,78.0,78.21,11.4,Normal,Scooter
393,2025-02-23,1900-01-01 07:49:00,7.0,ST011,BTM Layout Bike Station,12.916836,77.609384,17.0,51.0,82.0,20.73,41.5,Normal,EV Bike
868,2025-02-23,1900-01-01 11:46:00,11.0,ST009,HSR Layout Bike Station,12.910288,77.639371,36.0,70.0,117.0,30.77,33.8,Normal,Scooter
534,2025-02-23,1900-01-01 13:17:00,13.0,ST007,Hebbal Bike Station,13.034572,77.59638,33.0,7.0,23.0,100.0,36.1,Normal,EV Bike
877,2025-02-24,1900-01-01 09:49:00,9.0,ST013,Malleshwaram Bike Station,13.00369,77.570978,79.0,27.0,63.0,100.0,43.4,Peak,Scooter
835,2025-02-24,1900-01-01 15:45:00,15.0,ST005,Electronic City Bike Station,12.846681,77.660558,62.0,68.0,89.0,69.66,8.4,Normal,Scooter
899,2025-02-24,1900-01-01 21:10:00,21.0,ST005,Electronic City Bike Station,12.844301,77.659794,36.0,75.0,109.0,33.03,18.1,Normal,EV Bike
861,2025-02-25,1900-01-01 06:00:00,6.0,ST002,Koramangala Bike Station,12.933922,77.623774,43.0,58.0,90.0,47.78,6.6,Normal,Scooter
111,2025-02-25,1900-01-01 21:16:00,21.0,ST015,JP Nagar Bike Station,12.907513,77.583535,24.0,18.0,67.0,35.82,15.4,Normal,EV Bike
869,2025-02-26,1900-01-01 12:56:00,12.0,ST003,Indiranagar Bike Station,12.976959,77.6397,11.0,41.0,77.0,14.29,35.7,Normal,Scooter
116,2025-02-27,1900-01-01 10:47:00,10.0,ST009,HSR Layout Bike Station,12.910118,77.6394,54.0,72.0,119.0,45.38,41.1,Peak,Scooter
752,2025-02-28,1900-01-01 02:00:00,2.0,ST011,BTM Layout Bike Station,12.917042,77.611053,49.0,70.0,86.0,56.98,5.3,Normal,Scooter
323,2025-02-28,1900-01-01 07:36:00,7.0,ST007,Hebbal Bike Station,13.035677,77.596259,59.0,56.0,71.0,83.1,18.8,Normal,Scooter
677,2025-02-28,1900-01-01 23:11:00,23.0,ST014,Banashankari Bike Station,12.925657,77.546072,26.0,20.0,69.0,37.68,9.6,Normal,Scooter
548,2025-03-01,1900-01-01 02:13:00,2.0,ST009,HSR Layout Bike Station,12.910987,77.639116,70.0,78.0,112.0,62.5,8.4,Normal,EV Bike
729,2025-03-01,1900-01-01 04:30:00,4.0,ST002,Koramangala Bike Station,12.934432,77.625324,23.0,76.0,99.0,23.23,14.0,Normal,Scooter
178,2025-03-01,1900-01-01 04:33:00,4.0,ST014,Banashankari Bike Station,12.925876,77.548159,66.0,19.0,56.0,100.0,26.9,Normal,Scooter
616,2025-03-01,1900-01-01 05:37:00,5.0,ST010,Jayanagar Bike Station,12.924814,77.594439,54.0,70.0,102.0,52.94,9.4,Normal,Scooter
420,2025-03-01,1900-01-01 07:34:00,7.0,ST012,Rajajinagar Bike Station,12.999705,77.555195,23.0,68.0,112.0,20.54,44.8,Normal,Scooter
813,2025-03-01,1900-01-01 10:12:00,10.0,ST006,Yelahanka Bike Station,13.099375,77.596139,68.0,79.0,122.0,55.74,17.9,Peak,EV Bike
147,2025-03-01,1900-01-01 13:32:00,13.0,ST006,Yelahanka Bike Station,13.101606,77.595519,58.0,41.0,77.0,75.32,9.8,Normal,Scooter
