Timestamp,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_Pct,Traffic_Light_State,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition
01-03-2024 03:10,40.60993112,-73.90914507,197,75.04964466,80.57636223,Green,0,0.071365132,17,33,144.4690101,6.467794259,High
01-03-2024 03:15,40.76596812,-73.95106572,120,28.45428068,88.91625854,Red,1,-0.1202627,73,41,388.6328016,17.31470752,High
01-03-2024 03:20,40.72140397,-73.82165453,100,27.52047327,65.04610037,Red,0,-0.446990048,3,25,72.31613698,16.94827634,Medium
01-03-2024 03:25,40.69008545,-73.83530904,287,52.86087348,36.13426325,Green,0,-0.545068225,90,25,100.6088451,21.22748639,High
01-03-2024 03:30,40.74125197,-73.98342339,69,38.21844785,74.93906729,Green,0,-0.92059665,2,9,397.9887355,16.98513902,Medium
01-03-2024 03:35,40.66698963,-73.81812961,145,41.96284794,39.80280635,Yellow,0,-0.547175667,3,34,204.1390197,22.39418714,Medium
01-03-2024 03:40,40.6469435,-73.71582238,284,7.029178891,98.42862843,Green,0,-0.986647653,43,27,68.99947648,29.37110103,High
01-03-2024 03:45,40.88031233,-73.86604614,79,60.28169793,40.18470495,Red,0,-0.21963823,3,37,213.2481844,9.854465063,Low
01-03-2024 03:50,40.87991609,-73.98463203,11,9.31916075,22.47702106,Green,0,0.461291812,99,44,235.9270308,20.10842522,High
01-03-2024 03:55,40.80872297,-73.86498144,271,23.1905525,45.03408147,Green,1,0.671849881,1,40,245.0862286,21.33977153,High
01-03-2024 04:00,40.63494665,-73.76998248,225,73.80382208,49.80791603,Red,0,0.55613466,10,9,158.7845345,20.10191059,High
01-03-2024 04:05,40.71545919,-73.78625346,280,41.07126665,96.41704434,Red,0,0.03721637,44,47,497.5063367,18.6274997,High
01-03-2024 04:10,40.70766328,-73.96944802,46,41.35789622,13.83969231,Yellow,0,0.049343553,58,20,316.1279239,15.48228511,Low
01-03-2024 04:15,40.68895748,-73.91502009,73,52.21648822,83.16622838,Yellow,0,0.517547084,88,0,494.7243932,16.62655156,High
01-03-2024 04:20,40.81480785,-73.9816768,144,45.60989534,47.91617818,Green,0,0.789262135,46,49,412.435265,8.938115763,Medium
01-03-2024 04:25,40.69784109,-73.77825616,26,57.46718726,13.72800155,Green,0,-0.31295448,33,9,309.9899122,5.260934679,Low
01-03-2024 04:30,40.88394825,-73.95429462,299,16.81106267,64.80429861,Green,0,-0.151021359,49,20,285.0523848,9.860471379,High
01-03-2024 04:35,40.70454454,-73.72546494,154,22.81828628,50.71608802,Yellow,0,-0.80608281,87,11,293.1259912,20.93252929,Medium
01-03-2024 04:40,40.83381287,-73.82147978,151,42.13486623,68.15273983,Yellow,0,-0.288704024,79,49,102.9220718,14.06645381,Medium
01-03-2024 04:45,40.66622595,-73.84296011,150,43.63290043,13.38176911,Green,0,0.773267923,1,30,414.145723,6.81344721,Medium
01-03-2024 04:50,40.68549877,-73.95575314,224,44.028351,56.79673116,Green,0,-0.670162167,23,30,390.0010885,19.92486508,High
01-03-2024 04:55,40.73881685,-73.98731053,293,32.26504098,92.77027574,Green,1,-0.939420733,64,0,162.5534164,18.59836663,High
01-03-2024 05:00,40.82497793,-73.8971343,57,20.33051073,28.89163123,Yellow,0,0.273166251,35,43,330.6898964,20.56406796,Medium
01-03-2024 05:05,40.72853682,-73.85422661,286,51.55835983,99.64162215,Green,0,-0.625869442,34,21,419.4787779,21.02857743,High
01-03-2024 05:10,40.7610261,-73.72598073,73,5.235374418,93.5553118,Green,0,0.06243032,99,22,189.9153278,11.98957075,High
01-03-2024 05:15,40.88708885,-73.7251938,14,18.70803741,42.96812518,Yellow,1,-0.80081425,11,27,243.7170694,21.62712442,High
01-03-2024 05:20,40.85293285,-73.81839547,265,24.33924682,83.91090396,Yellow,0,-0.937540417,88,1,448.8039216,7.424504354,High
01-03-2024 05:25,40.64387109,-73.7903794,56,65.82208948,80.97585858,Green,0,0.330462203,64,5,499.6357758,29.80722998,High
01-03-2024 05:30,40.84231056,-73.86010246,144,40.82501542,46.33998563,Green,0,-0.221419804,62,3,325.4545474,19.13591766,Medium
01-03-2024 05:35,40.80420022,-73.84019207,115,16.83969244,93.73114037,Green,0,0.86005527,23,6,68.86910368,5.314665558,High
01-03-2024 05:40,40.73202113,-73.71380844,11,44.26966121,62.25886105,Green,0,0.792400354,94,5,128.4173768,9.404095574,Medium
01-03-2024 05:45,40.66333618,-73.91330115,234,43.86167334,98.61402783,Red,0,0.567352039,92,24,170.10343,14.90141117,High
01-03-2024 05:50,40.76975103,-73.72110691,246,12.33348052,92.51458667,Red,0,0.333746864,8,26,242.975686,6.605812061,High
01-03-2024 05:55,40.69700565,-73.94692494,13,8.567387829,77.26564971,Red,0,0.979152222,93,23,198.2175512,8.311876753,High
01-03-2024 06:00,40.85607277,-73.79000289,176,60.36147621,31.24659591,Green,0,-0.781473622,28,46,251.3769819,23.19548024,Medium
01-03-2024 06:05,40.86917163,-73.91349432,176,76.10080852,95.37055179,Green,0,0.995434959,19,23,286.0113695,18.53105259,High
01-03-2024 06:10,40.69359047,-73.79771272,95,18.24923856,20.99649808,Yellow,0,0.564780627,2,39,272.7268265,21.53633028,High
01-03-2024 06:15,40.80450052,-73.9518797,54,77.87924935,26.05223821,Red,0,0.738372162,10,49,479.2555616,17.96447417,Low
01-03-2024 06:20,40.86763657,-73.73173643,200,37.78574148,78.31278089,Red,0,-0.996933553,77,16,188.2804296,13.03759358,Medium
01-03-2024 06:25,40.80862209,-73.90709839,236,66.90866595,15.46030221,Red,0,0.480625742,63,18,110.0673381,17.58124269,High
01-03-2024 06:30,40.73631266,-73.85978461,147,11.62367697,93.09049154,Yellow,0,-0.419268074,89,29,228.2840646,6.33851174,High
01-03-2024 06:35,40.60376136,-73.97234855,155,21.14366184,97.51509232,Yellow,0,0.687760984,95,4,495.1806517,24.29151748,High
01-03-2024 06:40,40.73115648,-73.75293436,81,68.87961409,44.0758705,Red,1,0.046107467,67,2,282.7010618,8.244836428,High
01-03-2024 06:45,40.87686525,-73.88000513,255,24.74964405,66.7916661,Green,0,0.144396751,60,12,120.6757482,12.00284104,High
01-03-2024 06:50,40.73049579,-73.89162138,56,47.60108465,90.00809424,Red,0,0.205982195,3,43,444.9607587,29.64229425,High
01-03-2024 06:55,40.7458758,-73.87481717,99,42.31579683,69.41972209,Green,0,0.07925989,60,16,258.9778937,12.52477845,Medium
01-03-2024 07:00,40.73054186,-73.71439598,204,72.28233219,13.80350394,Green,0,0.736250922,49,6,191.2522803,27.166897,High
01-03-2024 07:05,40.75520022,-73.98205756,276,44.72670946,75.09179863,Yellow,0,-0.298759678,83,48,395.9984009,5.075853822,High
01-03-2024 07:10,40.71779758,-73.95396623,12,33.48544462,92.08795276,Green,0,0.452870186,58,17,132.5548249,5.083560703,High
01-03-2024 07:15,40.705393,-73.82581599,258,46.10589017,46.18420075,Green,0,-0.073814671,31,26,343.1549681,18.98746891,High
01-03-2024 07:20,40.74060954,-73.72645596,50,76.49639097,51.08679435,Yellow,1,-0.39411631,64,14,488.1928386,6.174603273,High
01-03-2024 07:25,40.80891813,-73.97215633,243,18.77766727,36.33253144,Red,0,-0.178664374,17,20,436.5796701,20.54894649,High
01-03-2024 07:30,40.77124459,-73.72864968,146,7.564113952,20.9994409,Yellow,1,0.553477692,98,15,473.5170839,29.9730911,High
01-03-2024 07:35,40.70087342,-73.80459283,238,18.50726471,11.6046771,Yellow,0,0.744503451,9,38,454.4986456,11.59426569,High
01-03-2024 07:40,40.6727071,-73.83752941,182,12.36422889,23.06227865,Green,0,0.447857295,10,31,490.5286659,20.54937201,High
01-03-2024 07:45,40.77592547,-73.70571053,89,10.77537043,36.4781111,Yellow,0,-0.921347003,19,42,136.49438,19.16345516,High
01-03-2024 07:50,40.86493733,-73.93477406,113,28.51499565,71.21328123,Red,1,-0.638298416,25,31,305.1099143,16.67906097,High
01-03-2024 07:55,40.66844156,-73.81323599,225,6.80184218,83.08514438,Red,0,-0.058105047,72,27,172.0428985,9.310014825,High
01-03-2024 08:00,40.66537877,-73.99804711,69,32.70315419,22.79518359,Yellow,0,-0.921302195,68,4,244.2301415,23.55252181,Medium
01-03-2024 08:05,40.7131708,-73.99598811,258,19.91420658,56.73383145,Yellow,0,-0.977814863,23,4,57.32850332,14.23491689,High
01-03-2024 08:10,40.72162002,-73.9265174,163,15.45373857,78.79140305,Red,0,0.072545207,88,48,361.2870184,23.5423592,High
01-03-2024 08:15,40.62770821,-73.88757747,32,39.4804827,94.70184104,Red,0,-0.873453488,79,37,281.6452997,25.25979643,High
01-03-2024 08:20,40.84718897,-73.97846009,248,39.37149027,16.44037796,Green,0,0.998040434,44,22,136.8999582,11.66623356,High
01-03-2024 08:25,40.74333241,-73.96771575,187,53.52341624,91.56789854,Yellow,0,0.156560442,44,42,449.0452658,27.22680852,High
01-03-2024 08:30,40.78022808,-73.74625487,230,56.56450767,36.35492681,Red,0,-0.948871294,64,11,72.95203428,14.43336281,High
01-03-2024 08:35,40.84675591,-73.91212254,254,14.56295835,71.88242576,Yellow,0,-0.951846937,28,47,264.5449409,9.354182903,High
01-03-2024 08:40,40.8874537,-73.99165106,176,43.39658174,78.619737,Red,0,-0.383001409,36,1,91.98672043,5.353428673,Medium
01-03-2024 08:45,40.75260001,-73.79722751,167,47.28470136,90.51235322,Yellow,0,0.145763137,5,38,59.59089952,18.41602298,High
01-03-2024 08:50,40.83510528,-73.90701346,267,29.51328633,49.86942103,Yellow,0,-0.237650302,57,19,326.2325159,15.85093361,High
01-03-2024 08:55,40.77040961,-73.83963871,206,18.85661947,75.24380759,Green,1,-0.409532294,11,46,340.8769693,26.52837558,High
01-03-2024 09:00,40.83562056,-73.80553474,43,8.354836492,80.95868465,Yellow,0,0.653683663,46,48,448.9402348,27.66146422,High
01-03-2024 09:05,40.71350411,-73.97460388,202,12.85779383,71.25413962,Red,0,0.651859051,77,33,470.6789937,20.6084507,High
01-03-2024 09:10,40.77190129,-73.73528434,66,79.02215441,35.22987208,Green,0,-0.964689626,11,44,165.5376467,28.27255387,Low
01-03-2024 09:15,40.82575886,-73.8739593,166,48.64734003,44.7420549,Green,0,-0.732272306,93,13,168.4956256,11.6520996,Medium
01-03-2024 09:20,40.88324263,-73.83618204,253,6.997656427,51.36569732,Green,0,-0.592078101,88,5,161.8192105,5.602626893,High
01-03-2024 09:25,40.86438348,-73.95838455,274,29.9061908,90.26598985,Red,0,0.964929707,95,34,163.6214402,14.09423152,High
01-03-2024 09:30,40.60493438,-73.82265984,44,44.51791609,86.32980534,Yellow,0,-0.391484014,3,25,346.723462,24.44617687,High
01-03-2024 09:35,40.70046243,-73.85621047,55,36.05004149,22.95300327,Red,0,-0.905669974,32,11,442.9814307,7.423687586,Medium
01-03-2024 09:40,40.7765755,-73.92535191,257,71.51826609,28.94124388,Yellow,0,0.09030787,58,17,201.8075207,6.981107999,High
01-03-2024 09:45,40.77904565,-73.91536975,22,45.31782146,73.24397387,Red,1,0.779584289,90,17,193.3218336,16.84238379,High
01-03-2024 09:50,40.61885076,-73.88858101,293,45.45171079,65.24850329,Green,0,-0.030912624,66,49,456.7742509,20.50454126,High
01-03-2024 09:55,40.66581128,-73.93174447,15,67.31115968,13.2038493,Green,0,-0.075471837,46,36,449.0855005,10.10207226,Low
01-03-2024 10:00,40.60009184,-73.84989803,278,28.51802843,28.71867658,Green,0,0.025196991,41,39,370.5954681,10.95554177,High
01-03-2024 10:05,40.84319358,-73.91036886,75,31.67768583,92.50525311,Yellow,0,-0.670130755,97,31,377.5833491,29.625721,High
01-03-2024 10:10,40.85081208,-73.83412733,292,59.45207758,51.56113099,Green,0,0.264762919,59,34,298.338811,15.72293373,High
01-03-2024 10:15,40.73380533,-73.84885776,215,39.24161423,29.91903065,Red,0,-0.498199502,58,13,161.8919384,17.58753149,High
01-03-2024 10:20,40.81982382,-73.76918238,253,59.74660146,90.53674246,Yellow,0,0.455359499,99,45,354.6621929,19.19419419,High
01-03-2024 10:25,40.71949113,-73.71457188,33,35.19627397,34.06793593,Green,0,-0.973294027,58,44,80.02292184,8.117405299,Medium
01-03-2024 10:30,40.60771472,-73.74091051,297,78.01290239,83.2624144,Yellow,0,-0.623585811,28,9,246.9331082,29.80212395,High
01-03-2024 10:35,40.80727332,-73.76291288,63,60.27096,54.37350861,Red,0,-0.638927881,94,15,101.5652235,14.89242021,Medium
01-03-2024 10:40,40.81558569,-73.78613339,270,77.95779564,58.62122881,Green,0,-0.907358681,96,1,441.5977093,22.93844452,High
01-03-2024 10:45,40.63689939,-73.72442842,95,10.43845427,64.70547307,Green,0,0.435912192,39,31,243.522865,21.76200035,High
01-03-2024 10:50,40.60585272,-73.92707045,67,7.826150732,46.3892116,Yellow,0,-0.314957623,50,44,388.6849166,20.75946341,High
01-03-2024 10:55,40.72000815,-73.93516757,141,33.17366067,93.78414583,Green,0,-0.784150308,17,41,171.2437249,5.626575578,High
01-03-2024 11:00,40.7655334,-73.88313787,50,8.577491031,22.39656928,Red,0,-0.728248587,3,47,482.6520701,20.64369147,High
01-03-2024 11:05,40.88183993,-73.86175519,157,45.98121971,19.4347592,Red,0,0.339585059,13,5,453.5271766,28.29587901,Medium
01-03-2024 11:10,40.62590539,-73.97188971,264,50.58827064,80.20344601,Green,0,-0.076530191,39,26,242.3876671,7.347509297,High
01-03-2024 11:15,40.77591062,-73.91082723,34,71.80748884,98.92023464,Yellow,0,-0.236271052,6,48,260.489309,18.6906584,High
01-03-2024 11:20,40.7412918,-73.84148434,17,62.89977286,91.61402482,Red,0,0.823758337,12,44,78.59852811,26.15302167,High
01-03-2024 11:25,40.74033137,-73.72334092,182,6.367202104,75.29948693,Green,0,0.098038273,84,22,209.8229781,11.12423129,High
01-03-2024 11:30,40.880694,-73.9587035,95,63.46348013,86.91552717,Red,0,-0.289960168,72,11,168.6837061,25.42066232,High
01-03-2024 11:35,40.82836067,-73.86558988,83,22.08210809,61.51271148,Yellow,0,-0.750349712,91,40,498.479807,14.21452553,Medium
01-03-2024 11:40,40.82767689,-73.88864349,118,26.41595955,87.91615527,Yellow,0,-0.443384623,67,0,466.7478902,6.396846168,High
01-03-2024 11:45,40.70866865,-73.78610681,144,20.95659227,22.1402034,Yellow,0,-0.513375745,87,17,390.3910765,25.49660523,Medium
01-03-2024 11:50,40.61635241,-73.98950044,246,23.07643739,39.83262509,Green,0,-0.41765427,37,29,72.33500737,17.9105719,High
01-03-2024 11:55,40.66080532,-73.9392899,242,61.86963711,82.37527921,Yellow,0,-0.842544867,18,23,289.1034685,26.53235013,High
01-03-2024 12:00,40.65609079,-73.91796652,222,70.61329035,67.36210966,Yellow,0,-0.060619382,46,37,324.980461,12.43369298,High
01-03-2024 12:05,40.767954,-73.97239183,26,66.98761414,19.53917272,Yellow,0,-0.438173203,37,8,360.3679748,9.121759474,Low
01-03-2024 12:10,40.61128867,-73.78038789,162,51.2330497,25.63114296,Green,0,-0.737940752,86,0,118.1865135,25.62771597,Medium
01-03-2024 12:15,40.65045087,-73.91997052,136,66.50782863,78.97600244,Yellow,0,0.509191783,21,23,353.8032333,25.42855864,Medium
01-03-2024 12:20,40.76133546,-73.89321294,178,60.42403393,84.94558999,Yellow,0,-0.344854535,57,8,259.5630791,10.35052043,High
01-03-2024 12:25,40.64915325,-73.8732754,235,51.23787256,51.44183771,Red,0,0.352224019,88,29,119.6656026,22.67942669,High
01-03-2024 12:30,40.70953832,-73.92511139,82,8.391078761,95.64158687,Green,0,-0.873887795,97,15,145.1036595,23.89331388,High
01-03-2024 12:35,40.81160509,-73.9007065,148,32.88128577,25.80513456,Green,0,-0.645559643,78,6,348.1466549,23.82354861,Medium
01-03-2024 12:40,40.83562309,-73.89615953,94,45.35570639,22.0163407,Green,0,0.241976754,15,6,145.9710142,23.37965679,Low
01-03-2024 12:45,40.82678266,-73.97093285,31,46.90658566,15.85477966,Yellow,0,0.880378704,55,28,217.2927248,13.341852,Low
01-03-2024 12:50,40.81982193,-73.99188867,57,70.16668369,67.02550793,Yellow,0,0.741994045,77,35,127.0641142,19.85729041,Medium
01-03-2024 12:55,40.76979581,-73.94672251,10,22.39622337,28.15856897,Red,0,0.681190096,69,23,338.3818876,28.7007628,Medium
01-03-2024 13:00,40.74829334,-73.95189437,117,13.86042611,56.2212528,Red,0,0.941024071,33,22,177.9675324,17.57765255,High
01-03-2024 13:05,40.82062933,-73.79537665,35,65.84564854,23.24187876,Green,0,0.949556226,24,16,270.6118114,26.12751699,Low
01-03-2024 13:10,40.78322034,-73.71675126,204,21.92000932,97.46139107,Red,0,-0.369422227,45,19,212.7446237,10.61022553,High
01-03-2024 13:15,40.78881109,-73.92413717,77,61.48314557,32.24783303,Red,0,-0.36302252,87,9,142.2886585,17.41398999,Low
01-03-2024 13:20,40.6190283,-73.81222325,92,41.95808694,55.15870683,Yellow,0,0.140973488,81,49,391.0062189,26.84032012,Medium
01-03-2024 13:25,40.60417243,-73.78721804,184,79.70651391,80.27996194,Green,0,-0.42985058,3,7,59.91269978,10.75397577,High
01-03-2024 13:30,40.79838956,-73.85257047,85,57.65629299,85.31252672,Green,0,0.446413885,18,12,447.6608889,13.73071823,High
01-03-2024 13:35,40.65146471,-73.94248807,108,36.61516026,12.84667332,Green,0,-0.427998413,29,35,489.5624297,9.352121446,Medium
01-03-2024 13:40,40.89241912,-73.82656558,205,47.23930642,55.97211962,Green,0,-0.078340977,58,14,296.1462181,11.7061205,High
01-03-2024 13:45,40.83497162,-73.99573543,142,20.09810784,87.88753573,Red,0,0.807179047,90,12,408.0762718,22.92395034,High
01-03-2024 13:50,40.60808792,-73.97568292,41,40.17684503,60.16763326,Yellow,1,-0.838156971,14,31,430.2332258,9.127149111,High
01-03-2024 13:55,40.65458825,-73.73322735,232,63.62026529,12.97631722,Red,0,-0.161409437,57,8,495.4333569,16.88354958,High
01-03-2024 14:00,40.70995065,-73.88313724,91,64.04893291,45.86504275,Green,0,0.327162252,55,31,411.5103825,23.4266088,Low
01-03-2024 14:05,40.84122672,-73.81502456,244,26.81641913,78.86584239,Yellow,0,-0.357984232,80,7,305.7731246,5.540099985,High
01-03-2024 14:10,40.81328167,-73.90636833,80,53.01306142,14.95797028,Red,0,-0.48277929,87,25,203.203797,14.73368897,Low
01-03-2024 14:15,40.61769939,-73.86162451,195,68.06853826,75.0770923,Yellow,0,-0.584413874,75,7,387.5648091,12.12981559,Medium
01-03-2024 14:20,40.69903042,-73.77474407,66,21.97006631,50.43863684,Green,0,-0.875435151,14,41,246.9847068,25.14038223,Medium
01-03-2024 14:25,40.62617,-73.85828071,228,32.61876308,32.50386148,Green,0,-0.472612591,40,32,84.03785161,11.1114521,High
01-03-2024 14:30,40.69757691,-73.8503296,159,6.363447654,53.80978306,Red,0,-0.202386789,22,12,497.7437067,15.87943545,High
01-03-2024 14:35,40.72120768,-73.70314474,136,16.83825651,61.39612429,Yellow,0,-0.485063845,95,37,156.0627351,5.81431077,High
01-03-2024 14:40,40.87573585,-73.7642751,53,53.59934561,74.1303998,Yellow,0,-0.068876985,39,42,305.9553552,20.43046718,Medium
01-03-2024 14:45,40.6874862,-73.7201226,104,20.39732547,75.48181031,Green,0,-0.866761201,55,28,259.684887,20.39522348,Medium
01-03-2024 14:50,40.79600033,-73.77167056,34,32.58320838,15.94824526,Yellow,0,0.843790756,87,30,107.7172266,15.60223481,Medium
01-03-2024 14:55,40.83687945,-73.70715479,194,21.56827502,83.30526861,Yellow,0,-0.567096519,54,38,447.1220144,21.11409354,High
01-03-2024 15:00,40.74168398,-73.71749631,142,78.89325129,49.33975347,Green,1,-0.317578134,50,26,109.2561363,13.33673065,High
01-03-2024 15:05,40.6755057,-73.79037114,95,65.26774176,52.25810507,Red,0,0.821799558,13,49,51.27129051,29.41355849,Medium
01-03-2024 15:10,40.89823379,-73.74735183,294,31.49888109,14.45375112,Red,0,-0.793208821,59,10,52.86960754,25.51751498,High
01-03-2024 15:15,40.63822082,-73.73221149,215,55.06306173,29.79492562,Green,0,0.708791511,25,33,208.5812827,15.46742018,High
01-03-2024 15:20,40.70505542,-73.7608624,13,77.59872,33.8529858,Yellow,0,0.096279932,22,25,87.16312706,10.2110059,Low
01-03-2024 15:25,40.69669141,-73.83470304,118,76.56901187,31.02173611,Green,0,0.00598057,82,29,233.2951907,19.78579329,Medium
01-03-2024 15:30,40.6973212,-73.83041264,110,20.65164933,58.64893772,Green,0,0.491567449,9,16,308.6467752,5.443057102,Medium
01-03-2024 15:35,40.68955173,-73.78098204,12,64.92015491,69.54134577,Red,0,-0.156046955,77,12,306.1669327,23.08106947,Medium
01-03-2024 15:40,40.67333303,-73.75150364,63,24.84971644,83.05890085,Red,0,0.472949939,82,36,126.5664791,6.060029644,High
01-03-2024 15:45,40.6146415,-73.91620909,199,60.54843007,97.36557519,Green,0,-0.552784272,95,24,167.613202,6.048896343,High
01-03-2024 15:50,40.73963061,-73.76915643,37,47.74685896,22.95701962,Yellow,0,-0.369448884,61,35,140.9129494,26.00550048,Low
01-03-2024 15:55,40.89658464,-73.99317542,104,28.13576728,45.91061291,Green,0,-0.842040085,96,40,296.8007616,5.090273503,Medium
01-03-2024 16:00,40.8711401,-73.96700469,116,7.478284875,71.24333239,Green,0,-0.129016939,94,19,205.3198019,14.28123058,High
01-03-2024 16:05,40.60204114,-73.72803713,249,30.59631934,20.56855419,Yellow,0,0.92124149,46,33,462.8447591,6.245210624,High
01-03-2024 16:10,40.64433139,-73.83435881,269,31.83355521,36.33724791,Green,0,-0.142585905,16,41,497.2373948,14.64195871,High
01-03-2024 16:15,40.82271976,-73.94745096,250,77.13550007,99.01713105,Green,0,0.898889501,76,12,464.271343,22.36503765,High
01-03-2024 16:20,40.85522442,-73.84440642,15,61.36530197,72.05701124,Green,0,0.794448135,72,27,251.6910816,27.99140488,Medium
01-03-2024 16:25,40.82460103,-73.94700368,192,73.93974325,12.63388277,Yellow,0,0.155464473,2,34,177.3001095,25.70477763,Medium
01-03-2024 16:30,40.80100012,-73.95260773,50,20.47519747,16.11175209,Yellow,0,0.469527605,14,24,75.42746574,20.33625463,Medium
01-03-2024 16:35,40.79094504,-73.96020262,124,58.79297411,65.30816588,Yellow,1,-0.613583997,41,46,269.4558593,7.383852174,High
